fips,state,population,pop_change_2018,unemployment_rate,median_hh_income,pct_below_povert,feb_temp_avg,aug_temp_avg,prc_bachelors,physicians_per_pop,per_dem_2016,per_gop_2016
01001,AL,55601,158,3.6,59338,19.3,14.8,27.7,27.7,217.1,0.239568549532,0.734357893029
01003,AL,218022,5403,3.6,57588,13.9,16.7,28.1,31.3,217.1,0.195653098098,0.773514719949
01005,AL,24881,-277,5.2,34382,43.9,14.7,27.3,12.2,217.1,0.466602502406,0.522714148219
01007,AL,22400,-155,4,46064,27.8,12.7,26.7,11.5,217.1,0.214220393233,0.769661636946
01009,AL,57840,13,3.5,50412,18,11.2,26.2,12.6,217.1,0.0846990230066,0.89851875197
01011,AL,10138,-38,4.7,29267,68.3,14.6,27.1,13.3,217.1,0.750904062965,0.242288874708
01013,AL,19680,-218,4.8,37365,36.3,15.2,27.2,16.1,217.1,0.427864133564,0.563154864709
01015,AL,114277,-387,4.7,45400,26.5,11.4,26.6,18,217.1,0.278558763931,0.692396994259
01017,AL,33615,-143,3.9,39917,30.7,12.6,26.4,13.2,217.1,0.418275511685,0.566337639715
01019,AL,26032,217,3.6,42132,24.7,10.8,26.3,12.9,217.1,0.1451013996,0.838712748738
01021,AL,44153,36,3.6,47547,23.3,13.2,27,14.2,217.1,0.159353601753,0.825417693783
01023,AL,12841,-94,5.5,39907,32.1,14.8,27.7,13,217.1,0.427765547606,0.564391854706
01025,AL,23920,-177,7.5,40741,31.7,16.1,27.8,12.6,217.1,0.441558441558,0.549551638837
01027,AL,13275,-92,3.9,39201,25.8,11.7,26,10.2,217.1,0.187766281193,0.795800365186
01029,AL,14987,81,4.2,46495,22.9,11.1,26.1,13.7,217.1,0.10471524801,0.878444580527
01031,AL,51909,132,3.9,55122,21.9,15,27.3,23.4,217.1,0.204455711013,0.771461999708
01033,AL,54762,253,4.6,49055,21,9.7,25.6,18.7,217.1,0.2962722326,0.678875984732
01035,AL,12277,-158,5.2,32613,40.1,16,27.9,10.7,217.1,0.469050894085,0.521626165368
01037,AL,10715,-42,4.2,42423,30.1,12.8,26.8,11.6,217.1,0.340800306337,0.646371816963
01039,AL,36986,-92,4.6,40203,29.5,15.4,27.6,14.9,217.1,0.15039828044,0.835883171071
01041,AL,13824,-37,4.1,39057,30.8,14.7,26.9,15.6,217.1,0.265994881638,0.721529110685
01043,AL,83442,606,3.3,45796,19.7,11,26.1,13.7,217.1,0.100059016042,0.878105048554
01045,AL,48956,-298,4.2,45309,24.4,15.4,27.5,17,217.1,0.236772842026,0.741150561315
01047,AL,38310,-925,6.5,34035,48,15,27.6,15.1,217.1,0.684783769354,0.30880939669
01049,AL,71385,-19,3.8,39491,29.6,9.9,24.8,12.7,217.1,0.141148508779,0.834892279384
01051,AL,81887,471,3.4,60367,16.3,14.2,27.4,24.5,217.1,0.228586912343,0.748380978187
01053,AL,36748,-251,4.6,38418,32.8,16.3,28,12.7,217.1,0.308814829422,0.67586932229
01055,AL,102501,-436,4.1,44903,28.8,10.8,26.4,17.7,217.1,0.238073331186,0.739108432626
01057,AL,16433,-41,4.1,39254,37.4,11.7,26.7,12.9,217.1,0.165690580771,0.818081991215
01059,AL,31363,-227,3.7,39388,30.1,10,25.4,12.9,217.1,0.183772480134,0.791802593057
01061,AL,26314,-96,3.9,37823,29.5,15.7,27.7,11.1,217.1,0.13054292821,0.854876061412
01063,AL,8233,-85,6.7,28524,44,12.9,27.2,10.1,217.1,0.823940765117,0.17235705471
01065,AL,14726,-83,5.1,34724,35.6,13.2,26.9,14.1,217.1,0.595755305868,0.396004993758
01067,AL,17209,69,4.4,46027,27.2,15.4,27.6,18,217.1,0.285144068854,0.701384557815
01069,AL,104722,349,4,47993,21.9,16.2,27.8,21,217.1,0.250939804901,0.727266238401
01071,AL,51736,-171,4.1,41929,26.8,9.5,25.1,14.2,217.1,0.176232860236,0.800721674284
01073,AL,659300,-246,3.7,55013,22.6,12.1,26.8,32.4,217.1,0.522493114704,0.450220777564
01075,AL,13844,-58,3.8,40936,25.3,11.5,26.8,12.5,217.1,0.14932910114,0.839561390853
01077,AL,92387,-204,4.2,48707,17.9,9.7,25.8,23.9,217.1,0.254476592894,0.714580166439
01079,AL,32957,-120,4.2,43909,31.4,9.9,25.5,11.7,217.1,0.246939752445,0.733912329891
01081,AL,163941,2300,3.6,48937,19.3,13.5,26.8,34.1,217.1,0.363928001665,0.595148089062
01083,AL,96174,2098,3.5,64863,15.8,10.1,26,25.5,217.1,0.237055837563,0.731573604061
01085,AL,9974,-130,7.3,33973,39.6,15.4,27.8,14.1,217.1,0.731276213301,0.262282804074
01087,AL,18439,-372,5.5,32495,39.7,14.3,27.2,20.7,217.1,0.82727480567,0.159350708733
01089,AL,366519,4854,3.5,63755,16.9,10.1,25.8,41.7,217.1,0.391508280399,0.559336063158
01091,AL,19066,-300,5,37733,34.5,14.4,27.2,15.4,217.1,0.512148337596,0.477164778955
01093,AL,29763,-8,4.1,37887,27.4,10.7,26,13.1,217.1,0.110904584882,0.873063816605
01095,AL,96109,500,3.4,46233,27.9,10.3,25.8,19.2,217.1,0.140511940512,0.835607035607
01097,AL,413757,-758,4.7,43598,31.4,16.6,28.2,22.9,217.1,0.418815450434,0.557492334151
01099,AL,21067,-235,6.2,39556,31.6,16.2,28.2,14.1,217.1,0.423171330388,0.566617574865
01101,AL,225763,-1316,4,49640,31.3,15.1,27.6,32.1,217.1,0.620363321068,0.358753119316
01103,AL,119089,278,3.5,52797,20.1,10.4,25.9,21.7,217.1,0.224360384869,0.747974635434
01105,AL,9140,-179,6.5,26814,52.8,13.7,26.9,15.7,217.1,0.727497621313,0.266983824929
01107,AL,19938,-244,4.6,37586,30.8,12.3,27.4,13.5,217.1,0.418369496524,0.574468085106
01109,AL,33338,-97,4.5,37259,30.6,14.6,26.9,23.6,217.1,0.386871401152,0.589712092131
01111,AL,22725,42,4,40546,31.4,11.9,26.2,14.9,217.1,0.226061204344,0.75982230997
01113,AL,57781,753,4,39104,31.6,14.2,27.1,16.5,217.1,0.500470317726,0.48129180602
01115,AL,88690,714,3.5,57284,15,11.4,26.7,16.5,217.1,0.146295173577,0.832406357909
01117,AL,215707,1978,2.9,75663,8.9,12.3,27,42.1,217.1,0.231100314491,0.734275461656
01119,AL,12691,-89,5.9,27859,48.1,13.4,27.4,21.8,217.1,0.741511500548,0.247379126897
01121,AL,79828,-194,4.3,41630,26.4,12,26.9,14.3,217.1,0.364501174062,0.620025287495
01123,AL,40497,-116,4.2,42205,30.7,12.7,26.6,18.3,217.1,0.284857328145,0.700767401643
01125,AL,208911,1202,3.7,52557,20.9,12.6,26.8,30.3,217.1,0.388529886914,0.583798404073
01127,AL,63711,-224,4.2,45434,24.7,11.6,26.5,11.6,217.1,0.153404233492,0.827822042882
01129,AL,16378,-154,5.8,44424,25.8,15.9,27.8,11.1,217.1,0.278615167216,0.710197833255
01131,AL,10627,-85,9.6,25385,50.6,15.6,27.6,12.5,217.1,0.710254306809,0.284987694832
01133,AL,23660,-85,4.2,41156,27.6,10.3,25.6,13.5,217.1,0.0849341784495,0.899561189664
02013,AK,3515,20,3,70081,12.5,2.1,13.9,12.7,276.9,0.37715947248,0.528870018006
02016,AK,5723,-3,3.5,82633,8.1,3.2,12.3,16.4,276.9,0.37715947248,0.528870018006
02020,AK,291538,-2726,5.5,82113,12.1,-7.8,12.2,35.3,276.9,0.37715947248,0.528870018006
02050,AK,18216,137,12.8,44304,41.2,-3.6,13.2,12.3,276.9,0.37715947248,0.528870018006
02060,AK,877,7,6.3,77257,15.2,0,14.4,22.3,276.9,0.37715947248,0.528870018006
02068,AK,2059,-7,7.8,75477,7.3,-10.4,9.6,43.5,276.9,0.37715947248,0.528870018006
02070,AK,5000,65,8.2,54524,31.6,-1.8,13.8,19.3,276.9,0.37715947248,0.528870018006
02090,AK,98971,-754,5.8,74268,9.4,-12.3,10.4,32.6,276.9,0.37715947248,0.528870018006
02100,AK,2474,-44,9.5,58943,16.4,-9.4,11.1,37.4,276.9,0.37715947248,0.528870018006
02105,AK,2151,12,12.6,51188,27.6,-6.4,11.7,23.4,276.9,0.37715947248,0.528870018006
02110,AK,32113,52,4.4,79173,8.5,-8.8,10.2,39.5,276.9,0.37715947248,0.528870018006
02122,AK,58533,11,7.7,65439,14.5,-4.8,12.7,23.3,276.9,0.37715947248,0.528870018006
02130,AK,13918,36,6,68309,12.5,-5,12.8,24.5,276.9,0.37715947248,0.528870018006
02150,AK,13345,-174,5.8,74109,9.9,0.6,14.4,26,276.9,0.37715947248,0.528870018006
02158,AK,8303,73,19.9,32728,47.4,-3.6,12.4,4.8,276.9,NA,NA
02164,AK,1587,-20,11.6,49403,23.7,-1,14,15.8,276.9,0.37715947248,0.528870018006
02170,AK,107610,1227,7.6,74649,11.8,-10.5,11,21.2,276.9,0.37715947248,0.528870018006
02180,AK,10008,40,11.6,55318,26.9,-8,10.2,14.6,276.9,0.37715947248,0.528870018006
02185,AK,9872,41,7,89276,15.2,-15.3,6.9,16.6,276.9,0.37715947248,0.528870018006
02188,AK,7671,-96,14.2,59337,27.7,-10.2,10,11.7,276.9,0.37715947248,0.528870018006
02195,AK,3221,-38,8.7,66075,9.5,-7.4,10.9,27.6,276.9,0.37715947248,0.528870018006
02198,AK,6422,-47,10.9,49356,23.4,-2.8,14,17.6,276.9,0.37715947248,0.528870018006
02220,AK,8647,-39,4.2,71825,8.8,-3.6,13,32.6,276.9,0.37715947248,0.528870018006
02230,AK,1148,-14,9.8,74635,8.9,-10.6,9.8,33.7,276.9,0.37715947248,0.528870018006
02240,AK,6918,33,9.6,63527,17.7,-15.9,8.9,19.1,276.9,0.37715947248,0.528870018006
02261,AK,9164,-60,7.4,68528,12.1,-12.2,9,30.6,276.9,0.37715947248,0.528870018006
02275,AK,2503,-8,7,57832,16,-5.2,12.7,20.7,276.9,0.37715947248,0.528870018006
02282,AK,604,-3,8.2,59523,15.3,-7.1,10,20,276.9,0.37715947248,0.528870018006
02290,AK,5327,-69,15.3,38912,31.4,-12.5,11,13.4,276.9,0.37715947248,0.528870018006
04001,AZ,71818,273,10.1,33652,47.3,0.1,22.3,11.7,242,0.653625596227,0.284849134466
04003,AZ,126770,1780,5.6,49164,22.8,7.1,26.4,23,242,0.35439312119,0.580248916495
04005,AZ,142854,1747,5.5,60187,17.3,0.2,24.1,35.6,242,0.563288744463,0.368870885174
04007,AZ,53889,260,5.9,43585,33.6,5.3,26.7,18.5,242,0.31526310870199997,0.638938218525
04009,AZ,38072,571,5.1,50157,24.4,6.2,27.3,15.3,242,0.276488818159,0.672166848145
04011,AZ,9483,15,4.3,65818,11.7,4.4,24.4,11.9,242,0.336725254394,0.583410422448
04012,AZ,21098,363,6.2,37350,31.8,10.8,34.3,12.4,242,0.267288582438,0.685662137497
04013,AZ,4410824,81244,4.1,65234,18.2,10.2,33.8,32,242,0.456797128628,0.491262415407
04015,AZ,209550,2436,5.8,45129,26.9,4.8,29.4,12.9,242,0.22220275243,0.736712989796
04017,AZ,110445,1301,7.8,40650,40.2,0.2,23.9,15.8,242,0.43384450281,0.513005168178
04019,AZ,1039073,11571,4.5,53395,22.2,9.5,31,31.9,242,0.542321530538,0.407523519661
04021,AZ,447138,15024,5,58848,17.5,9.6,32.1,19,242,0.380971163584,0.574137839134
04023,AZ,46511,-125,9.3,40545,36,6.8,25.4,21,242,0.715797936487,0.244539729331
04025,AZ,231993,3938,4.5,48758,19.2,4.3,26.9,25.2,242,0.320165984048,0.634425522742
04027,AZ,212128,2372,17,44116,28.3,11.7,34.6,14.8,242,0.449863833755,0.505066365711
05001,AR,17769,-135,3.4,43887,24.4,9.4,27.4,15.5,207.6,0.314415437003,0.62023674396
05003,AR,20046,-273,5.5,41127,28.8,11.1,28.9,13.2,207.6,0.299987542046,0.665005606079
05005,AR,41619,303,4.1,39686,23,5.1,24.9,18.3,207.6,0.212701818925,0.74877375843
05007,AR,272608,6104,2.9,68978,12.1,4.9,25.2,32.4,207.6,0.29591988288,0.644490887102
05009,AR,37480,-6,3.5,44482,21.5,4.6,24.7,16,207.6,0.183823529412,0.768288084465
05011,AR,10897,44,4.5,37729,29.8,10.2,28.4,15.2,207.6,0.364113906552,0.598009400055
05013,AR,5277,53,3.9,44969,21.1,9.7,28,12.1,207.6,0.282666666667,0.690666666667
05015,AR,28223,276,3.2,45023,24.8,4.6,24.8,20.4,207.6,0.312875375375,0.635604354354
05017,AR,10438,-201,6.9,31787,44.1,11.1,28.2,14.7,207.6,0.56640154254,0.413593637021
05019,AR,22061,-119,3.8,45408,26.4,9.1,27.9,27.6,207.6,0.431081888822,0.525762104005
05021,AR,14847,-63,4.4,37687,29.3,5.8,25.7,11.6,207.6,0.334392773503,0.632151221144
05023,AR,24965,-81,4.5,44902,23.8,6.7,25.8,14.9,207.6,0.175551470588,0.789939839572
05025,AR,8018,-163,3.9,47600,21,9.4,27.6,16.2,207.6,0.2191573204,0.745680509245
05027,AR,23537,-163,4.8,40909,27.6,10.2,28,20.6,207.6,0.355324205047,0.617404096413
05029,AR,20891,43,4.4,44565,26.5,7.4,27.1,16,207.6,0.338777593467,0.618093658288
05031,AR,108558,1521,3.1,45615,24.9,6.8,26.2,26.3,207.6,0.299530999771,0.651967513155
05033,AR,63406,489,3.6,47363,22.8,6.4,26.8,15.3,207.6,0.202031144211,0.751749040849
05035,AR,48342,-388,4.3,42606,29,8.7,27.1,18,207.6,0.52968730219,0.440119002405
05037,AR,16676,-176,4.2,41214,27.6,7.9,26.8,15.4,207.6,0.292050944225,0.670033670034
05039,AR,7182,-172,4.4,37259,34.2,9.3,27.6,13.7,207.6,0.425027362277,0.549799343305
05041,AR,11512,-220,4.5,36132,36.1,9.9,27.5,12.4,207.6,0.526975863701,0.453147184098
05043,AR,18328,-45,5,42494,27.3,10.2,28.1,20.6,207.6,0.360805860806,0.605463980464
05045,AR,124806,1409,3.3,53882,17.2,7.4,27.1,30,207.6,0.313281856613,0.62915192822
05047,AR,17810,-34,3.6,43696,23.2,6.4,26.4,11.8,207.6,0.205434458047,0.751567632129
05049,AR,12269,157,4,35630,32.8,5.4,24.9,11.8,207.6,0.224915682968,0.731450252951
05051,AR,99154,710,4,43610,35.4,8.3,27.5,20.2,207.6,0.3045095074,0.645883432085
05053,AR,18188,92,3.1,52050,18.3,8.9,27.7,18.3,207.6,0.205251641138,0.752735229759
05055,AR,45325,348,3.5,46512,23.5,6.2,25.8,15.9,207.6,0.21189848842,0.741783386493
05057,AR,21741,-140,3.6,38682,30.9,9.3,28,15.1,207.6,0.339490263459,0.62872279496
05059,AR,33701,101,3.8,47205,29.7,8.8,27.8,14.7,207.6,0.265509944985,0.690055014812
05061,AR,13341,-36,3.5,40199,27.3,8.7,27.6,14.7,207.6,0.29132498921,0.680837289599
05063,AR,37678,269,4.1,45596,20.3,6.3,25.7,18.9,207.6,0.214089117013,0.738302462248
05065,AR,13593,-87,5.5,37828,27.9,5.6,25.1,13.8,207.6,0.205893254262,0.749073387695
05067,AR,16811,-246,6.2,36573,30.4,6.6,26.2,10.2,207.6,0.310818770862,0.640486942863
05069,AR,68114,-1155,5.3,38596,33.8,8.9,27.6,17.8,207.6,0.612116964529,0.359420628431
05071,AR,26742,253,4.5,39381,33.5,6.2,26,15.8,207.6,0.269089696566,0.674891630544
05073,AR,6682,-140,5.2,35527,34.8,10.1,28.4,16.5,207.6,0.362610229277,0.617283950617
05075,AR,16434,-156,3.9,40308,26.8,6.2,25.7,15,207.6,0.224373778646,0.7219754841
05077,AR,8985,-162,4.8,28080,50.9,9.2,27.1,8.9,207.6,0.577563249001,0.409121171771
05079,AR,13383,-90,4.3,44951,27.1,9.5,27.6,8.9,207.6,0.32826428946,0.64368117462
05081,AR,12326,-67,5.3,43559,24.1,9.7,28.5,11.4,207.6,0.26906779661,0.694144838213
05083,AR,21737,-16,4,41471,29.5,6.9,27,12.1,207.6,0.21839520347,0.731853552749
05085,AR,73657,779,3.2,56651,15.9,8.1,27.5,20.3,207.6,0.210640364642,0.743555256669
05087,AR,16481,132,2.9,42674,26.5,4.8,24.5,12.5,207.6,0.23400176939,0.725007372457
05089,AR,16722,262,4.1,36581,32,4.8,24.8,17.2,207.6,0.204971717773,0.755730872283
05091,AR,43592,-292,4.8,42162,32.7,10,28.7,16.6,207.6,0.266812363409,0.705151420543
05093,AR,41239,-834,5.7,36718,35.9,7.6,26.6,12.8,207.6,0.432550981147,0.537745286649
05095,AR,6900,-152,4.3,32922,38.9,9.1,27.1,10.5,207.6,0.469269703543,0.506146059291
05097,AR,8924,17,4.8,38318,30.8,8,27.2,10.8,207.6,0.213352685051,0.746879535559
05099,AR,8326,-2,3.5,37626,30,9.5,27.9,15.4,207.6,0.357562635323,0.618929786576
05101,AR,7805,-32,3.4,36078,32.9,4.8,24.4,16.2,207.6,0.18734923613,0.770570892522
05103,AR,23606,-218,4.7,37624,32.7,9.5,27.9,16,207.6,0.437202712276,0.541139560773
05105,AR,10352,17,4.2,45342,23.7,7.9,27.4,11.9,207.6,0.24566816995,0.707097080465
05107,AR,18029,-535,6.1,29945,47.9,9.5,27.2,14,207.6,0.62257035103,0.354366115463
05109,AR,10673,-48,4.2,41534,27.9,8.6,27.6,14.7,207.6,0.172901921132,0.796258847321
05111,AR,23974,-147,3.8,37370,35.2,7.2,26.6,10.1,207.6,0.355479840999,0.596062843082
05113,AR,20049,-113,4.2,39048,29.7,7.6,26.8,13.3,207.6,0.148996429011,0.813446619874
05115,AR,64000,345,4.5,45788,20.4,6.8,26.3,22,207.6,0.223624970991,0.728428869807
05117,AR,8074,-176,3.9,43245,24.1,8.4,27.2,15.1,207.6,0.238542890717,0.735311398355
05119,AR,392680,-936,3.5,49957,25.9,8.1,27.4,34.1,207.6,0.566652718604,0.387895617772
05121,AR,17948,303,4,37799,26.5,5.8,25.6,14,207.6,0.225724695074,0.714082052907
05123,AR,25439,-499,5.2,33257,46,8.7,26.9,10.6,207.6,0.543847814355,0.431057744199
05125,AR,121421,1752,3.1,63677,13,8.3,27.4,26.1,207.6,0.254892151392,0.689846260414
05127,AR,10319,-55,3.7,35826,30.1,7.3,27.1,9.1,207.6,0.168047729533,0.788200198873
05129,AR,7958,11,4.3,31659,34.9,5.3,24.7,12.5,207.6,0.162520281233,0.7990805841
05131,AR,127753,-112,3.6,46843,23,7.3,27.4,19.7,207.6,0.279725417269,0.660490851069
05133,AR,17139,-7,4.7,44100,29.5,9.3,28.1,11.5,207.6,0.23798981625,0.726367057782
05135,AR,17366,166,4.8,36032,34.4,5.9,25.3,11.3,207.6,0.204728789986,0.75173852573
05137,AR,12457,-60,4.5,34009,33,5.7,25.1,12.8,207.6,0.215125746336,0.738375248779
05139,AR,39126,-294,5.6,45335,25.1,10.3,28.5,20.8,207.6,0.346860080793,0.624372628229
05141,AR,16603,70,5.3,40486,26.9,6.2,25.5,14.1,207.6,0.217550274223,0.756855575868
05143,AR,236961,4181,2.6,50893,16.9,5.2,25.2,32.8,207.6,0.413240694535,0.517165048047
05145,AR,78727,-214,4.4,44811,22.4,7.6,26.8,21.4,207.6,0.18786200867,0.766383738297
05147,AR,6490,-110,4.7,34306,36.4,7.7,26.7,12,207.6,0.438039215686,0.527058823529
05149,AR,21535,-9,4.2,41729,24.8,7.5,27.2,13.5,207.6,0.230395993113,0.719987478479
06001,CA,1666753,8622,3,101744,9.8,7.9,22.6,46,279.6,0.793142475069,0.148711258246
06003,CA,1101,-20,4.6,55384,34.7,-3.9,16.9,30,279.6,0.553043478261,0.366956521739
06005,CA,39383,832,4,58515,13.8,4,24.4,20.3,279.6,0.34353543582,0.595775631328
06007,CA,231256,2049,5,50945,20.1,5.6,25.2,26.5,279.6,0.440265461541,0.480300977836
06009,CA,45602,-40,4,62984,17.5,4.3,24.5,18.7,279.6,0.346467269634,0.585295961315
06011,CA,21627,-48,12.9,57249,14.1,6.4,25.8,15.4,279.6,0.403245374583,0.538519866545
06013,CA,1150215,5352,3.2,101463,9.2,7.9,23.4,41.7,279.6,0.689128114392,0.254389718539
06015,CA,27828,400,5.5,48518,26.6,1.9,19.6,14.3,279.6,0.372289285333,0.54844567888
06017,CA,190678,1956,3.6,81869,9,1.4,22.3,33.7,279.6,0.394976913077,0.533834670731
06019,CA,994400,7858,7.5,52318,30.2,3.6,23.4,20.7,279.6,0.494118211169,0.455315187162
06021,CA,28047,91,6.5,47365,18.6,5.9,25.6,13.9,279.6,0.326793901269,0.617123360699
06023,CA,136373,-154,3.6,49471,23.2,4.4,20.9,29.8,279.6,0.582590082055,0.32355214651
06025,CA,181827,253,18.1,46633,30.2,12.1,34.6,14.5,279.6,0.681827980168,0.270532442337
06027,CA,17987,39,3.9,53793,15.1,4.2,28,26.1,279.6,0.394572286143,0.531265632816
06029,CA,896764,7776,8,51586,27.4,6.6,27.1,16.1,279.6,0.397202893558,0.547314272592
06031,CA,151366,1670,7.7,58255,23.2,9.2,27.9,13.5,279.6,0.400062015504,0.54096124031
06033,CA,64382,220,5.2,45086,26.3,3.9,23.8,15.8,279.6,0.478344193177,0.440935224224
06035,CA,30802,-321,4.8,57705,15.8,-2.6,19.6,12,279.6,0.213394741892,0.72673191326
06037,CA,10105518,-13241,4.7,67986,19.9,7.2,24.9,31.8,279.6,0.714071865319,0.233886938213
06039,CA,157672,1768,7,53632,28.5,3.8,23.5,14.5,279.6,0.38767766979,0.560984152001
06041,CA,259666,-59,2.4,122933,6.4,8,18.9,58.8,279.6,0.788150007731,0.159458254882
06043,CA,17471,34,5.3,51402,23.2,1.9,22.9,23.4,279.6,0.351695392588,0.584093725358
06045,CA,87606,-91,3.9,51386,25.5,5,21.7,24.7,279.6,0.603847835592,0.312286838653
06047,CA,274765,3425,8.3,56169,28.5,8.7,26.1,14,279.6,0.513980669285,0.434729440538
06049,CA,8777,-71,7.5,45227,27.2,-2.8,19.4,15.9,279.6,0.237570705567,0.718368562072
06051,CA,14250,15,3.8,66499,11.6,-4.7,18,30.6,279.6,0.523088863019,0.403570042685
06053,CA,435594,117,6.3,69665,19.2,7.6,22.4,24.5,279.6,0.669587074351,0.272849517978
06055,CA,139417,-969,2.9,85624,8.9,7.1,23.8,34.9,279.6,0.647661723566,0.295744312133
06057,CA,99696,193,3.5,66681,13.7,0.3,21.3,36.6,279.6,0.487070779963,0.441577966204
06059,CA,3185968,6018,2.9,89373,13.3,10.6,23.5,39.9,279.6,0.509601544158,0.432801094389
06061,CA,393149,7584,3.2,89175,7.2,1.4,22.1,38.6,279.6,0.411666622379,0.524652565567
06063,CA,18804,64,7.5,55079,19.6,-2,19.1,23.5,279.6,0.365118912797,0.575198187995
06065,CA,2450758,33534,4.4,66793,17.1,9.3,30.9,21.8,279.6,0.496107441063,0.452762678244
06067,CA,1540975,13257,3.8,69475,20.5,8.6,26,30.4,279.6,0.585567433683,0.348695045837
06069,CA,61537,1338,5.1,80063,11.9,6.2,23.9,19.7,279.6,0.571932620077,0.368256316868
06071,CA,2171603,18400,4,63310,21.4,7.4,30.9,20.3,279.6,0.521920294998,0.42413027758
06073,CA,3343364,17896,3.3,78777,14.9,8.6,25.3,38.1,279.6,0.560710165858,0.382352214351
06075,CA,883305,4139,2.4,110601,10.9,9.2,18.8,57.1,279.6,0.855316935627,0.0944250537237
06077,CA,752660,10144,6,63567,20.5,8.7,25.8,18.4,279.6,0.53880957953,0.409944373436
06079,CA,284010,1172,2.9,70626,10.8,7.3,23,34.6,279.6,0.50572747341,0.422813566125
06081,CA,769545,737,2.2,122930,7,8.6,19.6,49.9,279.6,0.763759178293,0.186891084839
06083,CA,446527,921,3.9,75646,14.7,7.6,21.1,33.8,279.6,0.609655105222,0.327235970382
06085,CA,1937570,4187,2.6,125933,7.1,7.1,22.4,51.3,279.6,0.733480189578,0.208529799074
06087,CA,274255,-850,4.9,84213,14.5,8.4,20.4,40,279.6,0.750469125796,0.177589442247
06089,CA,180040,501,4.9,53908,18.2,2.3,23.4,22.2,279.6,0.282148468727,0.655883893376
06091,CA,2987,-22,6,52308,18,-2.4,18.7,18.7,279.6,0.333148558758,0.580931263858
06093,CA,43724,-60,6.7,47560,24.2,-1,20.3,22.5,279.6,0.358237547893,0.565234926396
06095,CA,446610,2733,3.9,82808,10.2,8.4,24.2,26.2,279.6,0.622546726726,0.317780184152
06097,CA,499942,-3304,2.7,81002,11.7,7.2,21,34.9,279.6,0.707222967207,0.228093380471
06099,CA,549815,4548,6.4,59616,21.4,8.3,25.9,16.9,279.6,0.473539941463,0.467269967529
06101,CA,96807,369,7.5,57879,18,8.4,26.6,17.7,279.6,0.388806730422,0.551447632193
06103,CA,63916,198,5.7,47572,24.2,4.3,25.2,15.5,279.6,0.287256830601,0.654907103825
06105,CA,12535,-191,5.7,40680,31.3,1.4,22.1,19.7,279.6,0.397794741306,0.510814249364
06107,CA,465861,2764,9.6,48763,28.6,2.6,22.4,14.3,279.6,0.413435408318,0.533863446511
06109,CA,54539,500,4.6,56500,16.5,-0.9,20.2,20,279.6,0.36554192229,0.574556918882
06111,CA,850967,165,3.8,84170,12.4,6.1,21.9,33.1,279.6,0.553749663019,0.385746440995
06113,CA,220408,2032,4.2,67804,15.2,8,25.8,41.6,279.6,0.680718250598,0.260316456946
06115,CA,78041,1266,6.4,47504,21.8,6,25.6,16.7,279.6,0.343527400513,0.584718396809
08001,CO,511868,7440,3.5,70199,12.6,-3.1,23.4,23.6,285.7,0.493767309065,0.42145324768
08003,CO,16683,140,4.2,42897,24.3,-5.4,18,26.1,285.7,0.459330143541,0.439466434682
08005,CO,651215,7083,3.2,76665,10.3,-2.9,22.9,42.2,285.7,0.526755852843,0.389259314488
08007,CO,13765,448,3.4,53337,20.7,-4.7,18.5,38.9,285.7,0.341426611797,0.580795610425
08009,CO,3585,22,1.8,38294,29.3,-0.1,24.6,22.1,285.7,0.131941148552,0.81442809682
08011,CO,5882,25,3.2,37659,30.4,-0.4,25.4,12.4,285.7,0.307082452431,0.616279069767
08013,CO,326078,2005,2.8,83591,6.7,-3.2,18.8,60.8,285.7,0.705661017908,0.219345347554
08014,CO,69267,1035,2.9,96924,5.1,-1.3,23.2,55.5,285.7,0.523003588453,0.382196989984
08015,CO,20027,376,2.7,56168,13.7,-7.3,14.8,33.5,285.7,0.433948540776,0.480316392399
08017,CO,1876,16,1.8,54504,20.4,-3.4,23.9,20,285.7,0.118029739777,0.841078066914
08019,CO,9605,23,3,74019,10.2,-6.4,14.2,46.5,285.7,0.467281272596,0.438539407086
08021,CO,8200,47,4.4,38777,27.5,-6.2,16,20.2,285.7,0.441561712846,0.474811083123
08023,CO,3828,56,4.3,31557,36.9,-4.4,17.1,19.1,285.7,0.609340659341,0.319230769231
08025,CO,5858,60,4.4,35880,29.7,-0.8,24.8,9.6,285.7,0.22236929186,0.707478491066
08027,CO,4954,81,3.7,55242,24.9,-3.9,16.4,36.9,285.7,0.260117493473,0.671997389034
08029,CO,30953,416,3.9,46786,23.1,-2.7,21.2,21.2,285.7,0.242962607286,0.695276393974
08031,CO,716492,11053,3.2,68069,16.7,-1.7,23.4,47.9,285.7,0.751690767184,0.187854888911
08033,CO,2074,21,2.8,47482,16.5,-4.9,18,21.3,285.7,0.184552845528,0.760975609756
08035,CO,342776,7108,2.9,120670,2.5,-1.9,20.5,57.9,285.7,0.366530357865,0.547666167354
08037,CO,54993,1,2.7,86896,8.1,-6.3,16.3,48.1,285.7,0.559550661183,0.360576710451
08039,CO,26282,547,2.8,98247,7.2,-2.8,21.8,35.9,285.7,0.194786155905,0.735292242973
08041,CO,713856,13056,3.9,67923,13.2,-1.3,21.6,37.9,285.7,0.337746949147,0.563425510657
08043,CO,48021,414,5.2,47885,22.1,-2.7,19.4,18.2,285.7,0.241087751371,0.688574040219
