fips,state,population,pop_change_2018,unemployment_rate,median_hh_income,pct_below_povert,feb_temp_avg,aug_temp_avg,prc_bachelors,physicians_per_pop,per_dem_2016,per_gop_2016
18147,IN,20327,-90,3.3,56862,11.8,3.8,23.8,14.9,230.8,0.28727783914,0.659905613013
18149,IN,22935,-9,4.3,49972,19.3,-2.9,21.4,10.8,230.8,0.269781053544,0.690114892695
18151,IN,34586,165,2.7,58295,15.9,-3.2,20.6,20.6,230.8,0.257467309016,0.696971782519
18153,IN,20690,-9,4.7,47554,18.4,1.8,23.6,10.8,230.8,0.246874634887,0.717139852787
18155,IN,10717,43,3.9,47713,29.8,3.8,24.1,9.9,230.8,0.255564715581,0.702940368233
18157,IN,193048,1378,3.2,52269,14.7,-1.2,21.9,37.7,230.8,0.439417921054,0.496010724207
18159,IN,15128,-11,2.8,60896,11,-1.1,21.7,23,230.8,0.211318242344,0.744207723036
18161,IN,7037,-125,3.1,50300,16.8,0.7,22.6,16.9,230.8,0.217589774802,0.744065733414
18163,IN,180974,74,3.2,50500,20.1,3.8,24.7,26.3,230.8,0.39323484859,0.561752157539
18165,IN,15479,-8,5.5,49287,20.5,-0.8,22.2,13.4,230.8,0.301027050485,0.652538695212
18167,IN,107386,-295,4.4,48335,21.6,0.7,22.9,24.5,230.8,0.402385705982,0.554070105386
18169,IN,31280,-130,3.5,51487,17.3,-1.8,21.8,18.4,230.8,0.224972046217,0.731941856131
18171,IN,8263,65,3.2,60596,16.1,-1.4,21.9,18.9,230.8,0.214085225823,0.738964021434
18173,IN,62567,62,2.9,75534,8,3.7,24.2,29.6,230.8,0.306866155561,0.646188658854
18175,IN,27943,155,3.5,44534,20.4,3.1,23.3,13.2,230.8,0.232595076326,0.724080120004
18177,IN,65936,-242,3.6,45130,23.3,0.3,22.2,18.2,230.8,0.325395894428,0.626705767351
18179,IN,28206,192,2.8,60010,12,-1.4,21.3,18.1,230.8,0.196982397318,0.761944677284
18181,IN,24133,-32,3.1,58380,13.6,-2.1,21.6,16.8,230.8,0.258836598667,0.688042819632
18183,IN,34074,297,2.9,67758,9.5,-2.4,21.3,20.9,230.8,0.217508850982,0.73105889926
19001,IA,7063,10,2.4,54282,13,-9,20.9,15.4,218.2,0.299813780261,0.653365256717
19003,IA,3645,-18,1.9,51577,20.3,-8.6,21.6,17.7,218.2,0.271373679155,0.66906820365
19005,IA,13832,28,3.1,53359,18.1,-9.3,20.1,18.5,218.2,0.352347520842,0.595582857979
19007,IA,12437,74,3.3,44298,22.5,-5.9,22,17.1,218.2,0.297408136483,0.66125328084
19009,IA,5506,-60,2.4,51210,18.1,-9.8,20.7,14.6,218.2,0.319325244155,0.631843740752
19011,IA,25642,9,2.7,62799,9,-9.7,20.2,22.6,218.2,0.34127100073,0.600876552228
19013,IA,132408,-1,2.8,52320,18.8,-9.9,20.4,28.6,218.2,0.506255832714,0.433115578684
19015,IA,26346,-130,2.1,63099,9.8,-9.6,20.9,24.8,218.2,0.394522311213,0.533323798627
19017,IA,24947,125,2,74646,6.4,-10.1,20.2,30.3,218.2,0.400674157303,0.53925093633
19019,IA,21199,43,2.6,59724,15,-9.9,19.8,20.6,218.2,0.391240011838,0.542961428431
19021,IA,19874,-228,2.1,52683,13.6,-11.3,20.4,19.6,218.2,0.348575620492,0.59848392224
19023,IA,14539,-43,2.7,57971,11.4,-10.2,20.3,17.5,218.2,0.290063028027,0.659514550087
19025,IA,9699,-50,2.5,54865,14.7,-11,20.4,19.5,218.2,0.273457394711,0.678942213516
19027,IA,20154,-119,1.9,60531,9.4,-10.3,20.7,22.2,218.2,0.31672256828,0.635074269286
19029,IA,12930,-196,2.7,50356,17.6,-8.9,21.4,19.6,218.2,0.275832742736,0.673990077959
19031,IA,18627,76,2.4,67597,9.5,-7.4,21,23,218.2,0.381206051566,0.562007244833
19033,IA,42647,-350,2.6,51939,13.3,-11.1,19.8,22.7,218.2,0.434763398577,0.511774842045
19035,IA,11321,-9,2.2,56312,11.4,-11.3,20.3,21.4,218.2,0.270934367928,0.677012609117
19037,IA,11964,-72,2.7,64190,11.9,-10.6,19.5,16.9,218.2,0.355583477305,0.587246741008
19039,IA,9423,92,2.8,52541,16.1,-7.9,21.9,16.9,218.2,0.332122587968,0.614301929625
19041,IA,16134,-19,3.2,56338,12.6,-11.9,20.5,22.6,218.2,0.262936080543,0.687192694919
19043,IA,17556,-94,3.2,53968,13.2,-9.3,19.9,17.2,218.2,0.355682567597,0.583534842823
19045,IA,46518,-384,3.2,51317,16.8,-6.7,21.3,19.1,218.2,0.44307191841,0.49450501143
19047,IA,17158,39,3.4,54828,16.4,-10.1,20.8,12.8,218.2,0.289274264063,0.671524336928
19049,IA,90180,2965,1.7,87267,5.4,-9,21.4,49.4,218.2,0.416354307893,0.51274689635
19051,IA,9017,26,2.7,54830,18.9,-5.4,22,20.5,218.2,0.252980819077,0.705287713841
19053,IA,7890,-53,2.2,41101,25.6,-6.8,22.2,23.5,218.2,0.324331623008,0.620037807183
19055,IA,17069,-89,2.1,61342,11.9,-8.9,19.9,16.6,218.2,0.32253136934,0.62062193126
19057,IA,39138,-182,3.3,51805,19.8,-5,22.3,20.5,218.2,0.437022390851,0.506546251269
19059,IA,17153,-20,3.2,55603,9.3,-12.9,20.2,31.3,218.2,0.297745681663,0.658046257441
19061,IA,96854,-155,2.4,60367,12.1,-8.1,20.3,30.5,218.2,0.464424822073,0.476864408508
19063,IA,9253,-161,2.7,51497,16.6,-12.8,19.8,20.2,218.2,0.288081580625,0.663055024432
19065,IA,19660,-48,3,50893,16.4,-10.1,19.6,19.8,218.2,0.373586059309,0.569754407419
19067,IA,15761,0,2.7,53811,17,-10.7,19.9,19.9,218.2,0.39787100814,0.547401377583
19069,IA,10124,-35,2.1,59367,16,-10.7,20.1,17.7,218.2,0.303153611394,0.641505595117
19071,IA,6993,41,1.9,54658,16.4,-7.7,22.9,19.3,218.2,0.269836803602,0.675576814856
19073,IA,8981,12,2.3,51861,17.2,-10,20.7,20.1,218.2,0.354472910542,0.591978160437
19075,IA,12304,-18,2.5,65060,8.9,-9.9,20.3,28,218.2,0.272982559858,0.667454921667
19077,IA,10720,53,2.6,60306,14,-9.5,21.1,19.8,218.2,0.304209409268,0.637247966042
19079,IA,14952,-117,2.7,56738,11.8,-10.4,20.1,24.3,218.2,0.357754644881,0.586375016471
19081,IA,10712,-61,2.3,60859,11.2,-11.8,20.2,23.1,218.2,0.272055030095,0.683061049011
19083,IA,16868,-139,2.8,55303,14.9,-10.1,20.4,19.8,218.2,0.329336340971,0.621037635047
19085,IA,14134,5,2.2,60044,12.8,-9.7,21.9,18.8,218.2,0.287747357007,0.663052317701
19087,IA,20067,7,2.5,55856,13.9,-6.4,21.6,20.1,218.2,0.311975016153,0.620719362481
19089,IA,9187,-32,2.5,53500,13.8,-11.2,19.2,14.9,218.2,0.371422232083,0.579321056135
19091,IA,9547,-31,2.5,60166,12.7,-11.5,19.9,20.8,218.2,0.248559507252,0.708126365985
19093,IA,6841,-15,2,60312,12.6,-10.6,20.6,19,218.2,0.22061281337,0.739554317549
19095,IA,16141,23,2.1,64188,8.1,-8,21.1,19.1,218.2,0.349300261691,0.590852201616
19097,IA,19432,64,2.8,54663,15.1,-7.2,20.9,18.8,218.2,0.376029008232,0.570462563701
19099,IA,37147,162,2.6,60378,11.2,-8.4,21.3,17.9,218.2,0.378568385173,0.562207072859
19101,IA,18381,148,2.4,46715,19.9,-6.8,21.3,31.6,218.2,0.46269216348,0.46719160105
19103,IA,151260,2047,1.9,64387,13.7,-7.5,21.1,53,218.2,0.6602853101,0.277549347542
19105,IA,20744,60,3,55405,13.3,-7.5,20.7,18.4,218.2,0.377484766757,0.571171711118
19107,IA,10225,76,2.9,52122,18.1,-7.4,21.4,18.2,218.2,0.260395224372,0.696788801976
19109,IA,14908,-62,2,55486,12.1,-12.6,20.1,18.3,218.2,0.297354497354,0.66278659612
19111,IA,34055,-188,4,48241,21.5,-4.7,22.4,15.7,218.2,0.38979424904,0.55131189832
19113,IA,225909,1632,2.8,64878,11.4,-8.7,20.6,33,218.2,0.510020581874,0.420210353729
19115,IA,11169,-34,2.6,49585,13.8,-6.1,21.9,14.2,218.2,0.332389237305,0.619057252681
19117,IA,8645,95,2,49956,24.1,-7.5,21.7,17,218.2,0.287642541308,0.668606004189
19119,IA,11811,14,1.5,69048,9.5,-12.4,20.3,21.4,218.2,0.144728535354,0.818813131313
19121,IA,16249,219,3.2,74794,7.8,-8.7,21.4,23.9,218.2,0.312800657046,0.626070632406
19123,IA,22000,-197,2.5,56492,15.5,-7.4,21.5,22.3,218.2,0.248332380408,0.705546026301
19125,IA,33407,302,2,63491,9.8,-7.9,21.5,26.4,218.2,0.311552922411,0.623219778968
19127,IA,39981,-167,4.4,59552,14.6,-9.2,20.7,19,218.2,0.430677966102,0.515536723164
19129,IA,15063,10,2.1,64271,10.5,-8.3,22.7,23.7,218.2,0.273396424816,0.663774973712
19131,IA,10569,-1,1.9,59558,12.3,-11.5,19.5,17.7,218.2,0.350559701493,0.59328358209
19133,IA,8679,-67,2.8,50530,18.5,-9.9,21.4,16.7,218.2,0.274917127072,0.688397790055
19135,IA,7790,-25,2.9,56541,16.6,-6.8,21.7,16.6,218.2,0.273933402706,0.685483870968
19137,IA,10003,-108,2.4,49966,21.9,-8.4,22.3,17.5,218.2,0.262505002001,0.686474589836
19139,IA,42929,37,2.6,58465,16,-6.6,21.7,22,218.2,0.434035418631,0.500314366551
19141,IA,13840,28,2,53147,10.5,-12.1,20.3,19.9,218.2,0.178824169842,0.780484485574
19143,IA,6040,1,1.9,60627,13.3,-12.9,20.1,18.1,218.2,0.172661870504,0.790741319987
19145,IA,15249,-14,2.5,54313,19.5,-7.7,22.7,21.3,218.2,0.25846727899,0.699626865672
19147,IA,8929,-130,2.2,55322,14.1,-12.3,20.2,25,218.2,0.298459563543,0.658750534874
19149,IA,25095,4,1.9,66360,9.4,-11.1,20.8,21,218.2,0.220418166501,0.739756452478
19151,IA,6740,-100,1.8,55865,17.5,-11.7,20.1,14.7,218.2,0.251109370921,0.702688593057
19153,IA,487204,6118,2.5,68479,11.7,-8.4,21.6,36.1,218.2,0.52390771386,0.408987829437
19155,IA,93533,23,2.3,56337,15.1,-9,22.3,21.2,218.2,0.363306967271,0.578814000853
19157,IA,18699,136,2.3,56170,12.3,-8.6,21.1,25.1,218.2,0.440730424017,0.509233467451
19159,IA,4968,-61,2.8,48754,23.1,-7.4,22.1,20.6,218.2,0.280551415797,0.678092399404
19161,IA,9719,-77,2.4,56698,14.6,-10.7,20.7,20.6,218.2,0.246025591314,0.715781310585
19163,IA,173283,591,3,59865,17.8,-5.9,21.8,31.9,218.2,0.47482268668,0.460460896817
19165,IA,11578,1,2,58862,9.9,-9.8,21.2,20.8,218.2,0.262998405104,0.692185007974
19167,IA,34909,68,1.8,70162,7.2,-11.8,20.6,28.1,218.2,0.12724442715,0.82055700706
19169,IA,98105,845,1.6,57464,8.3,-9.3,20.9,51.1,218.2,0.512880801472,0.39073809037
19171,IA,16904,-151,3,56954,15.2,-9.5,20.4,16.1,218.2,0.369847151459,0.575266327003
19173,IA,6191,43,2,47781,15.6,-7.7,22.2,14.9,218.2,0.251415251415,0.701964701965
19175,IA,12359,-122,3.5,49887,17.7,-8.4,21.5,17.2,218.2,0.332871012483,0.610436893204
19177,IA,7020,-144,2.7,47905,20.9,-5.8,21.6,14.1,218.2,0.239081111741,0.715825297788
19179,IA,35205,98,3.4,48226,19.8,-6.2,21.8,18,218.2,0.372832755401,0.580821552414
19181,IA,51056,954,2.3,78192,7.2,-8.3,21.8,31.7,218.2,0.385309852876,0.548855699212
19183,IA,22141,-116,2.3,65849,11.6,-7.1,21.4,21.5,218.2,0.363821138211,0.570029563932
19185,IA,6401,-85,2.7,46725,22.2,-6.6,21.8,13,218.2,0.246148579254,0.708319068812
19187,IA,36277,-366,3.3,52093,18.5,-10.7,20.1,19.6,218.2,0.365044376124,0.582922443297
19189,IA,10518,-70,2.6,54433,13.5,-12.4,19.7,22.4,218.2,0.335840475774,0.601189435018
19191,IA,20029,-102,2.7,61807,9.9,-10.5,19.5,29.7,218.2,0.466969778016,0.475349915307
19193,IA,102539,487,2.5,60059,19.8,-10.3,21.1,23,218.2,0.375049495726,0.573614701977
19195,IA,7453,-8,2.7,58587,15.4,-12.1,19.4,15.5,218.2,0.36124288425,0.579459203036
19197,IA,12690,-59,2.6,54802,17,-11.1,19.9,17.7,218.2,0.317700453858,0.637081862498
20001,KS,12444,-74,4,44423,26.8,0.1,24.7,20.4,227.6,0.263078660143,0.672751223184
20003,KS,7878,18,3.5,50646,16.7,-1,24.6,17.5,227.6,0.202929508697,0.728104974062
20005,KS,16193,-108,4.6,49332,18.3,-3.9,23.9,21.9,227.6,0.304395432504,0.622086657281
20007,KS,4472,-111,2.6,47634,19.9,0.3,26.7,18.3,227.6,0.127206880942,0.824807605251
20009,KS,26111,-321,3.3,49991,18.9,-3.3,25,18.4,227.6,0.180709754163,0.769825535289
20011,KS,14653,-23,4.2,41807,22.5,0.5,24.7,20.6,227.6,0.220682663062,0.728962487327
20013,KS,9598,-14,3,47529,19.7,-5.1,23.7,21.8,227.6,0.214646464646,0.722474747475
20015,KS,66765,-71,3.5,65953,11.8,-0.2,25.4,29,227.6,0.239880226239,0.6942811726
20017,KS,2629,-29,2.6,50981,12.8,-2,24.6,21.6,227.6,0.233233979136,0.718330849478
20019,KS,3309,-19,4,41129,26.8,1.4,25.5,16.8,227.6,0.127913279133,0.841192411924
20021,KS,20015,-99,3.8,44475,22.5,2.6,25.4,19.1,227.6,0.233603625089,0.717505366086
20023,KS,2660,-30,2.4,43274,20,-4.4,23.7,26.3,227.6,0.133427963094,0.831795599716
20025,KS,2005,6,2.4,51235,19.5,0.2,27.3,31.5,227.6,0.12004069176,0.827060020346
20027,KS,7997,-19,3.2,52681,16.8,-4,24.6,27.2,227.6,0.178427689831,0.75959216528
20029,KS,8729,-215,3.5,44467,18.4,-4.7,24.4,22.5,227.6,0.194205168363,0.745497259201
20031,KS,8233,5,4.8,58371,14.8,-1.1,24.3,22.9,227.6,0.181474003029,0.75466935891
20033,KS,1748,-19,2.5,46818,14.6,0.2,27.1,18.6,227.6,0.119019836639,0.822637106184
20035,KS,35218,-138,3.4,47864,21.6,1.1,25.5,20.1,227.6,0.282310409991,0.658614739956
20037,KS,39019,-12,4,43852,21.4,1.4,25.1,29.5,227.6,0.351569008609,0.582754790336
20039,KS,2871,-7,3,44774,21,-5.6,23.6,23.5,227.6,0.121917808219,0.835616438356
20041,KS,18717,-125,3.5,50605,15.4,-2.8,25.1,22.1,227.6,0.197552447552,0.737387612388
20043,KS,7682,17,3.5,50949,17.8,-4.4,23.7,19.3,227.6,0.173499702911,0.772727272727
20045,KS,121436,807,3.1,57120,12.4,-1.6,24.4,50.4,227.6,0.623851879497,0.296655677884
20047,KS,2849,-44,2.4,46962,16.5,-1.7,26.2,17.9,227.6,0.159021406728,0.789755351682
20049,KS,2508,-14,3.3,37360,27.8,0.6,25.3,15,227.6,0.127084988086,0.832406671962
20051,KS,28710,-59,2.4,53840,12.2,-3.8,24.8,34.8,227.6,0.228902229846,0.712778730703
20053,KS,6196,-111,2.8,50261,14.2,-3,25.4,20.4,227.6,0.196115765423,0.73610053313
20055,KS,36611,-242,2.5,56206,17.5,-2.3,26.1,17.1,227.6,0.308909670126,0.632514643921
20057,KS,33888,-400,2.6,56052,15.8,-1.3,26.6,17.6,227.6,0.27367003367,0.672592592593
20059,KS,25631,-26,3.6,58033,13.6,-1.3,24.5,19.5,227.6,0.265434415463,0.65912929255
20061,KS,32594,-1039,4.8,50856,16,-3,24.7,21.9,227.6,0.360359096647,0.577360078552
20063,KS,2612,-18,2.2,49626,17.5,-4.2,24.7,22.7,227.6,0.112198795181,0.848644578313
20065,KS,2492,-13,3.2,41906,17.2,-4.7,24.3,26.2,227.6,0.146245059289,0.800790513834
20067,KS,7336,-182,2.8,61614,17,-1.1,26.3,15.4,227.6,0.184768498486,0.759411510169
20069,KS,6033,37,2,65771,9.3,-1.8,26.3,21,227.6,0.127797115863,0.820984584784
20071,KS,1227,-6,2,51606,18.6,-3.3,24.6,29,227.6,0.129890453834,0.818466353678
20073,KS,6055,-39,3.6,43083,21.3,-0.4,24.9,19.6,227.6,0.172180718605,0.763429384561
20075,KS,2607,-13,2,51559,19.6,-1.9,25.9,18.2,227.6,0.134592680047,0.814639905549
20077,KS,5506,-77,2.9,45570,20.2,0.4,26.7,17.1,227.6,0.154397134899,0.775964982093
20079,KS,34210,-203,3.2,57934,13.7,-0.9,25.9,31,227.6,0.344291609354,0.584800550206
20081,KS,3997,-34,2.2,60808,14.7,-1.2,26.3,16.3,227.6,0.175384615385,0.777692307692
20083,KS,1818,-31,2.5,54058,13.4,-1.9,26.4,28.4,227.6,0.123260437376,0.839960238569
20085,KS,13280,-41,3,56330,14.6,-4.1,24,21.3,227.6,0.25999650777,0.678889470927
20087,KS,18975,-15,3.3,69246,10.5,-2.4,24.1,21.9,227.6,0.304625199362,0.627162311373
20089,KS,2841,-14,2.8,44271,22.9,-5.3,24,16.9,227.6,0.12137559002,0.811867835469
20091,KS,597555,6271,2.9,87087,6,-1.7,24.2,55.3,227.6,0.451555479298,0.478661533567
20093,KS,3943,3,2.4,63248,17.6,-1.9,26.1,15.9,227.6,0.169056603774,0.790943396226
20095,KS,7310,-3,3.2,56005,18.3,-0.6,26,24.2,227.6,0.181042365133,0.7640963121
20097,KS,2516,15,2.4,64399,16,-0.7,26.4,27.9,227.6,0.108504398827,0.8357771261
20099,KS,19964,-188,4,44571,22.7,2.2,25.3,17.8,227.6,0.282106326556,0.660689480995
20101,KS,1560,14,2.8,59240,14.9,-3.4,25.4,21.6,227.6,0.125150421179,0.823104693141
20103,KS,81352,320,3.6,70807,12.1,-2,24.3,31.7,227.6,0.339129262704,0.585894325381
20105,KS,3023,-28,2.5,44439,18.6,-3.6,24.9,22.6,227.6,0.147790055249,0.806629834254
20107,KS,9750,54,5.9,47153,17.5,-0.3,24.8,16,227.6,0.168497312456,0.789203084833
20109,KS,2844,10,2.2,50267,15.2,-3.9,24.6,17.6,227.6,0.110534124629,0.833827893175
20111,KS,33406,62,3.5,47982,15.2,-2.1,24.4,27.3,227.6,0.379395487441,0.540996168582
20113,KS,28537,-136,2.6,58017,10.7,-1.8,25.7,29,227.6,0.255806477538,0.675640922607
20115,KS,11950,-22,3.1,51712,12.2,-1.8,25.2,25.1,227.6,0.215370539799,0.718755718207
20117,KS,9722,24,2.6,51066,14.8,-5.7,23.8,18.6,227.6,0.231542158148,0.709916994321
20119,KS,4146,-114,2.1,67220,13.3,-0.2,26.9,20.1,227.6,0.122985074627,0.829850746269
20121,KS,33680,267,3.6,71770,9.7,-1.2,24.3,27.7,227.6,0.26842033714,0.668773790103
20123,KS,6150,-41,2.3,51514,17.5,-4.6,24.3,25.3,227.6,0.166076487252,0.784702549575
20125,KS,32120,-268,4.3,42479,28.9,1.9,25.6,18.2,227.6,0.219994837822,0.728383377785
20127,KS,5521,55,2.8,49287,17.4,-2.4,24.6,20.1,227.6,0.228193146417,0.697040498442
20129,KS,2667,-77,3.3,53785,16.7,0.2,26.1,17.1,227.6,0.125,0.836206896552
20131,KS,10155,57,2.3,59567,10.9,-5.4,23.6,24.5,227.6,0.142089552239,0.809154228856
20133,KS,15951,-77,4.9,46176,22.7,0.9,25,20.6,227.6,0.238010079662,0.705576329052
20135,KS,2840,-38,2.8,51757,13.8,-2.8,25.7,18.9,227.6,0.11149825784,0.847386759582
20137,KS,5430,-6,2.1,47252,18.8,-5.7,23.9,15.9,227.6,0.126484018265,0.825570776256
20139,KS,15941,111,3.8,53864,16.6,-1.7,24.4,18.6,227.6,0.250942848854,0.68363794604
20141,KS,3475,-81,2.6,46101,18.6,-4.6,24.6,23,227.6,0.13177410154,0.819737592698
20143,KS,5802,-32,2.9,56451,13.4,-3.7,24.9,23.5,227.6,0.147941381717,0.788904396371
20145,KS,6562,-108,3.2,47039,18.1,-2.7,25.6,18.8,227.6,0.217909300538,0.719446579554
20147,KS,5317,-83,2.5,47405,18.5,-5.6,24.2,22.3,227.6,0.113366526235,0.842589046342
20149,KS,24277,305,2.8,69975,9.4,-4,24.2,34.5,227.6,0.211506902211,0.719277922579
20151,KS,9378,-135,2.8,52567,16.7,-1.1,25.9,28.1,227.6,0.202049395691,0.741986337362
20153,KS,2508,23,2.1,46638,19.2,-4.9,23.4,25.1,227.6,0.110497237569,0.834944751381
20155,KS,62342,-346,3.6,49341,15.4,-1.3,25.8,20.5,227.6,0.284459228932,0.643978164449
20157,KS,4664,-11,2.7,48566,15,-5.6,23.9,24.5,227.6,0.148953301127,0.802334943639
20159,KS,9531,-67,2.9,51686,19.2,-2.3,25.5,23.2,227.6,0.18727221755,0.743481917578
20161,KS,73703,-279,2.9,47057,12.7,-3.6,24.5,46,227.6,0.434285714286,0.479462759463
20163,KS,5013,-54,3.2,47365,15.4,-4.5,24.6,24,227.6,0.11480235492,0.840622371741
20165,KS,3093,28,2.7,44121,19.6,-3.3,25.1,23.1,227.6,0.154002713704,0.798507462687
20167,KS,6907,-22,3,45879,20.6,-3.6,25,25.9,227.6,0.144218551461,0.80813214739499994
20169,KS,54401,-128,3.1,53961,15.8,-2.7,25.5,26.2,227.6,0.286899933981,0.630340469678
20171,KS,4897,-46,2,63790,12.8,-3.2,25.3,24.9,227.6,0.107457156091,0.8485409912
20173,KS,513607,318,3.8,56381,17.1,0,26.1,30.9,227.6,0.369106500692,0.560547717842
20175,KS,21780,-419,3.3,50671,18.5,-0.1,26.8,11.1,227.6,0.314358001265,0.637781994518
20177,KS,177499,-674,3.5,53612,17.5,-2.3,24.4,30.8,227.6,0.451743428199,0.479972300673
20179,KS,2533,2,2.3,50553,21.9,-4.9,24.1,21.4,227.6,0.0925110132159,0.870778267254
20181,KS,5899,-49,2.8,45966,20.1,-4.2,23.6,19.1,227.6,0.13401655498600001,0.805281828932
20183,KS,3603,-33,2.5,41899,18,-5.7,24.2,19.1,227.6,0.146474677259,0.811817279047
20185,KS,4178,-29,2.7,47835,20.5,-2.4,25.6,23.9,227.6,0.160828025478,0.78821656051
20187,KS,1987,-42,2.6,60136,16.6,-0.9,26.1,19.3,227.6,0.177897574124,0.78167115903
20189,KS,5559,-14,2.8,58817,15.3,-0.2,26.5,12.2,227.6,0.116028062601,0.844036697248
20191,KS,22996,-102,3.5,56946,16.7,0.9,26.3,22.2,227.6,0.214767221403,0.720876342953
20193,KS,7711,-119,2.6,55345,12,-4.6,23.7,25.5,227.6,0.13407981625,0.813092161929
20195,KS,2793,-55,3.2,48520,16.3,-3.9,24.7,22.8,227.6,0.132282385195,0.830020562029
20197,KS,6899,60,3.2,59744,10.8,-2.9,24.4,23.3,227.6,0.231437125749,0.705988023952
20199,KS,1503,-23,2.6,51350,15.4,-4,24.1,30.9,227.6,0.0577663671374,0.91270860077
20201,KS,5420,-46,2.7,48104,17.1,-5.7,23.9,20.3,227.6,0.141202838999,0.797908106089
20203,KS,2105,-25,2.2,59800,19.3,-3.1,25,21.1,227.6,0.148822269807,0.819057815846
20205,KS,8665,-47,4.4,45697,22.2,1,25.3,14.4,227.6,0.157955198162,0.788914417002
20207,KS,3183,38,4.3,43894,24,0.2,24.8,13.5,227.6,0.19014084507,0.748591549296
20209,KS,165324,11,4.8,47084,26.5,-1.7,24.4,17.4,227.6,0.618240040449,0.326963996039
21001,KY,19215,-79,5.1,37392,35,7.3,24.2,16.3,230.9,0.16079241614,0.806635877491
21003,KY,21122,201,3.7,44624,24.6,7.4,24.7,14.6,230.9,0.166852195424,0.799752628324
21005,KY,22663,145,3.6,60908,14.4,5.3,24.3,20.3,230.9,0.230769230769,0.722095671982
21007,KY,7979,-42,6.9,47658,24.4,5.8,25.7,13.3,230.9,0.199170124481,0.77154015133
21009,KY,44176,361,4.4,42439,26.8,6.8,24.4,16,230.9,0.231418827478,0.729876035295
21011,KY,12383,5,6.7,44183,33.1,4.8,23.2,12.4,230.9,0.297356346952,0.673366834171
21013,KY,26569,-335,6.3,29362,43.5,6.3,22.8,8.9,230.9,0.177064031295,0.799258801729
21015,KY,131533,922,3.4,77696,8.7,3.4,24,31.6,230.9,0.261094700261,0.67909643788
21017,KY,20184,52,4,48614,24.2,4.8,23.8,18.9,230.9,0.31748379024,0.633488795359
21019,KY,47240,-519,5.9,48020,26.8,5.3,23.8,20.2,230.9,0.294526243702,0.664824145184
21021,KY,30100,142,4.4,47528,20.3,5.3,23.6,23.4,230.9,0.331141707921,0.621905940594
21023,KY,8239,-38,4.9,56432,21.6,4,23.1,13.7,230.9,0.200170357751,0.76973310619
21025,KY,12726,-205,7.3,31182,43.4,6.4,24.2,14.3,230.9,0.268331005587,0.696752793296
21027,KY,20388,237,5.4,47284,23.7,4.8,23.8,11.1,230.9,0.223616657159,0.739760410724
21029,KY,81069,785,4.1,61022,12.6,5.2,24.6,14.2,230.9,0.229076479076,0.727328227328
21031,KY,12772,-26,4.9,43048,22.1,6.6,25.2,12.6,230.9,0.169865470852,0.794260089686
21033,KY,12715,38,4.7,43659,26.6,5.5,24.9,15.3,230.9,0.210984594776,0.754688546551
21035,KY,39135,270,3.9,41873,23.1,6.6,25.5,29,230.9,0.296090778727,0.646361992643
21037,KY,93152,605,3.3,60904,14.4,3.7,23.8,33.5,230.9,0.345129617857,0.589814226178
21039,KY,4771,-57,4.9,41249,23.7,6.1,25.6,14.8,230.9,0.166217776068,0.805694497884
21041,KY,10737,9,4.1,47623,24.8,4.3,24.4,8.8,230.9,0.287198130356,0.67203323812
21043,KY,27004,-189,9.2,32906,33.4,4.8,23.2,13.7,230.9,0.22168111425,0.738969513977
21045,KY,15888,94,4.7,34358,38.5,6.3,23.8,13.3,230.9,0.119136377757,0.851506679093
21047,KY,71671,419,5.2,40299,26.3,7.2,25.1,17.3,230.9,0.325705741085,0.639267751144
21049,KY,36249,309,4.1,50162,24.8,5.3,23.9,20.1,230.9,0.290619403446,0.661396899895
21051,KY,20105,-168,7.1,28146,47.2,6.8,24.1,9.5,230.9,0.111209701272,0.866755397811
21053,KY,10206,-33,5.5,31118,37.5,7.9,24.3,10.1,230.9,0.122810956444,0.855186349349
21055,KY,8915,-106,5.2,43624,28.7,4.9,24.8,13.1,230.9,0.152874132805,0.815163528246
21057,KY,6659,-37,4.5,33541,33.1,7.9,24.6,13.1,230.9,0.149950996406,0.817379941196
21059,KY,101104,558,4,51441,19.2,4.5,24.3,22.9,230.9,0.309560237804,0.631819374016
21061,KY,12274,26,5.3,43151,22.1,6.4,24.9,10.8,230.9,0.186867722848,0.789272761977
21063,KY,7508,0,9.3,35446,29.1,5.1,23.1,8.3,230.9,0.259922725676,0.702493853179
21065,KY,14198,-29,5.5,35701,33,5.9,24.1,9.9,230.9,0.200072228241,0.764897074756
21067,KY,323780,1587,3.3,55358,17.3,5.2,24.2,42.9,230.9,0.512636652169,0.417964617374
21069,KY,14432,4,5.4,42571,29.1,4.3,22.8,12.7,230.9,0.21568,0.75552
21071,KY,35845,-416,6.6,33218,44.3,6.8,23.9,11.2,230.9,0.243024030022,0.725924580837
21073,KY,50815,311,3.7,53134,18.8,5.3,24.6,29.8,230.9,0.449538590604,0.495763422819
21075,KY,6120,-84,5.8,32355,46.1,6.3,25.2,13.3,230.9,0.32507349853,0.65056698866
21077,KY,8832,87,4.1,49060,23.6,4.2,24.4,11.6,230.9,0.224655068986,0.73275344931
21079,KY,17560,63,4.4,51203,23.5,5.6,24,16.8,230.9,0.190857743334,0.77551556548
21081,KY,25121,121,4.3,53965,20.3,4.2,24,13.6,230.9,0.199979059784,0.760967437965
