date,region,vaccine,type,number
2021-01-22,Sardegna,Moderna,second dose,0
2021-01-23,Sardegna,Moderna,first dose,0
2021-01-23,Sardegna,Moderna,second dose,0
2021-01-24,Sardegna,Moderna,first dose,0
2021-01-24,Sardegna,Moderna,second dose,0
2021-01-25,Sardegna,Moderna,first dose,0
2021-01-25,Sardegna,Moderna,second dose,0
2021-01-26,Sardegna,Moderna,first dose,0
2021-01-26,Sardegna,Moderna,second dose,0
2021-01-27,Sardegna,Moderna,first dose,0
2021-01-27,Sardegna,Moderna,second dose,0
2021-01-28,Sardegna,Moderna,first dose,0
2021-01-28,Sardegna,Moderna,second dose,0
2021-01-29,Sardegna,Moderna,first dose,0
2021-01-29,Sardegna,Moderna,second dose,0
2021-01-30,Sardegna,Moderna,first dose,0
2021-01-30,Sardegna,Moderna,second dose,0
2021-01-31,Sardegna,Moderna,first dose,0
2021-01-31,Sardegna,Moderna,second dose,0
2021-02-01,Sardegna,Moderna,first dose,0
2021-02-01,Sardegna,Moderna,second dose,0
2021-02-02,Sardegna,Moderna,first dose,0
2021-02-02,Sardegna,Moderna,second dose,0
2021-02-03,Sardegna,Moderna,first dose,212
2021-02-03,Sardegna,Moderna,second dose,0
2021-02-04,Sardegna,Moderna,first dose,512
2021-02-04,Sardegna,Moderna,second dose,1
2021-02-05,Sardegna,Moderna,first dose,691
2021-02-05,Sardegna,Moderna,second dose,1
2021-02-06,Sardegna,Moderna,first dose,691
2021-02-06,Sardegna,Moderna,second dose,1
2021-02-07,Sardegna,Moderna,first dose,691
2021-02-07,Sardegna,Moderna,second dose,1
2021-02-08,Sardegna,Moderna,first dose,809
2021-02-08,Sardegna,Moderna,second dose,1
2021-02-09,Sardegna,Moderna,first dose,899
2021-02-09,Sardegna,Moderna,second dose,1
2021-02-10,Sardegna,Moderna,first dose,899
2021-02-10,Sardegna,Moderna,second dose,1
2021-02-11,Sardegna,Moderna,first dose,899
2021-02-11,Sardegna,Moderna,second dose,1
2021-02-12,Sardegna,Moderna,first dose,899
2021-02-12,Sardegna,Moderna,second dose,1
2021-02-13,Sardegna,Moderna,first dose,899
2021-02-13,Sardegna,Moderna,second dose,1
2021-02-14,Sardegna,Moderna,first dose,899
2021-02-14,Sardegna,Moderna,second dose,1
2021-02-15,Sardegna,Moderna,first dose,899
2021-02-15,Sardegna,Moderna,second dose,1
2021-02-16,Sardegna,Moderna,first dose,899
2021-02-16,Sardegna,Moderna,second dose,1
2021-02-17,Sardegna,Moderna,first dose,899
2021-02-17,Sardegna,Moderna,second dose,1
2021-02-18,Sardegna,Moderna,first dose,899
2021-02-18,Sardegna,Moderna,second dose,1
2021-02-19,Sardegna,Moderna,first dose,899
2021-02-19,Sardegna,Moderna,second dose,1
2021-02-20,Sardegna,Moderna,first dose,2120
2021-02-20,Sardegna,Moderna,second dose,1
2021-02-21,Sardegna,Moderna,first dose,3566
2021-02-21,Sardegna,Moderna,second dose,1
2021-02-22,Sardegna,Moderna,first dose,3568
2021-02-22,Sardegna,Moderna,second dose,1
2021-02-23,Sardegna,Moderna,first dose,3568
2021-02-23,Sardegna,Moderna,second dose,1
2021-02-24,Sardegna,Moderna,first dose,3568
2021-02-24,Sardegna,Moderna,second dose,1
2021-02-25,Sardegna,Moderna,first dose,3568
2021-02-25,Sardegna,Moderna,second dose,1
2021-02-26,Sardegna,Moderna,first dose,3568
2021-02-26,Sardegna,Moderna,second dose,1
2021-02-27,Sardegna,Moderna,first dose,3578
2021-02-27,Sardegna,Moderna,second dose,1
2021-02-28,Sardegna,Moderna,first dose,3578
2021-02-28,Sardegna,Moderna,second dose,1
2021-03-01,Sardegna,Moderna,first dose,3677
2021-03-01,Sardegna,Moderna,second dose,2
2021-03-02,Sardegna,Moderna,first dose,3842
2021-03-02,Sardegna,Moderna,second dose,4
2021-03-03,Sardegna,Moderna,first dose,3996
2021-03-03,Sardegna,Moderna,second dose,213
2021-03-04,Sardegna,Moderna,first dose,4196
2021-03-04,Sardegna,Moderna,second dose,507
2021-03-05,Sardegna,Moderna,first dose,4314
2021-03-05,Sardegna,Moderna,second dose,508
2021-03-06,Sardegna,Moderna,first dose,4314
2021-03-06,Sardegna,Moderna,second dose,508
2021-03-07,Sardegna,Moderna,first dose,5328
2021-03-07,Sardegna,Moderna,second dose,508
2021-03-08,Sardegna,Moderna,first dose,6191
2021-03-08,Sardegna,Moderna,second dose,804
2021-03-09,Sardegna,Moderna,first dose,6891
2021-03-09,Sardegna,Moderna,second dose,893
2021-03-10,Sardegna,Moderna,first dose,7670
2021-03-10,Sardegna,Moderna,second dose,893
2021-03-11,Sardegna,Moderna,first dose,8007
2021-03-11,Sardegna,Moderna,second dose,893
2021-03-12,Sardegna,Moderna,first dose,8008
2021-03-12,Sardegna,Moderna,second dose,893
2021-03-13,Sardegna,Moderna,first dose,8017
2021-03-13,Sardegna,Moderna,second dose,893
2021-03-14,Sardegna,Moderna,first dose,8017
2021-03-14,Sardegna,Moderna,second dose,893
2021-03-15,Sardegna,Moderna,first dose,8017
2021-03-15,Sardegna,Moderna,second dose,893
2021-03-16,Sardegna,Moderna,first dose,8017
2021-03-16,Sardegna,Moderna,second dose,893
2021-03-17,Sardegna,Moderna,first dose,8017
2021-03-17,Sardegna,Moderna,second dose,893
2021-03-18,Sardegna,Moderna,first dose,8017
2021-03-18,Sardegna,Moderna,second dose,893
2020-12-27,Veneto,Moderna,first dose,0
2020-12-27,Veneto,Moderna,second dose,0
2020-12-28,Veneto,Moderna,first dose,0
2020-12-28,Veneto,Moderna,second dose,0
2020-12-29,Veneto,Moderna,first dose,0
2020-12-29,Veneto,Moderna,second dose,0
2020-12-30,Veneto,Moderna,first dose,0
2020-12-30,Veneto,Moderna,second dose,0
2020-12-31,Veneto,Moderna,first dose,0
2020-12-31,Veneto,Moderna,second dose,0
2021-01-01,Veneto,Moderna,first dose,0
2021-01-01,Veneto,Moderna,second dose,0
2021-01-02,Veneto,Moderna,first dose,0
2021-01-02,Veneto,Moderna,second dose,0
2021-01-03,Veneto,Moderna,first dose,0
2021-01-03,Veneto,Moderna,second dose,0
2021-01-04,Veneto,Moderna,first dose,0
2021-01-04,Veneto,Moderna,second dose,0
2021-01-05,Veneto,Moderna,first dose,0
2021-01-05,Veneto,Moderna,second dose,0
2021-01-06,Veneto,Moderna,first dose,0
2021-01-06,Veneto,Moderna,second dose,0
2021-01-07,Veneto,Moderna,first dose,0
2021-01-07,Veneto,Moderna,second dose,0
2021-01-08,Veneto,Moderna,first dose,0
2021-01-08,Veneto,Moderna,second dose,0
2021-01-09,Veneto,Moderna,first dose,0
2021-01-09,Veneto,Moderna,second dose,0
2021-01-10,Veneto,Moderna,first dose,0
2021-01-10,Veneto,Moderna,second dose,0
2021-01-11,Veneto,Moderna,first dose,0
2021-01-11,Veneto,Moderna,second dose,0
2021-01-12,Veneto,Moderna,first dose,0
2021-01-12,Veneto,Moderna,second dose,0
2021-01-13,Veneto,Moderna,first dose,0
2021-01-13,Veneto,Moderna,second dose,0
2021-01-14,Veneto,Moderna,first dose,0
2021-01-14,Veneto,Moderna,second dose,0
2021-01-15,Veneto,Moderna,first dose,0
2021-01-15,Veneto,Moderna,second dose,0
2021-01-16,Veneto,Moderna,first dose,0
2021-01-16,Veneto,Moderna,second dose,0
2021-01-17,Veneto,Moderna,first dose,0
2021-01-17,Veneto,Moderna,second dose,0
2021-01-18,Veneto,Moderna,first dose,211
2021-01-18,Veneto,Moderna,second dose,0
2021-01-19,Veneto,Moderna,first dose,367
2021-01-19,Veneto,Moderna,second dose,0
2021-01-20,Veneto,Moderna,first dose,367
2021-01-20,Veneto,Moderna,second dose,0
2021-01-21,Veneto,Moderna,first dose,367
2021-01-21,Veneto,Moderna,second dose,0
2021-01-22,Veneto,Moderna,first dose,367
2021-01-22,Veneto,Moderna,second dose,0
2021-01-23,Veneto,Moderna,first dose,367
2021-01-23,Veneto,Moderna,second dose,0
2021-01-24,Veneto,Moderna,first dose,367
2021-01-24,Veneto,Moderna,second dose,0
2021-01-25,Veneto,Moderna,first dose,467
2021-01-25,Veneto,Moderna,second dose,0
2021-01-26,Veneto,Moderna,first dose,566
2021-01-26,Veneto,Moderna,second dose,0
2021-01-27,Veneto,Moderna,first dose,765
2021-01-27,Veneto,Moderna,second dose,0
2021-01-28,Veneto,Moderna,first dose,865
2021-01-28,Veneto,Moderna,second dose,0
2021-01-29,Veneto,Moderna,first dose,1129
2021-01-29,Veneto,Moderna,second dose,0
2021-01-30,Veneto,Moderna,first dose,1443
2021-01-30,Veneto,Moderna,second dose,0
2021-01-31,Veneto,Moderna,first dose,1513
2021-01-31,Veneto,Moderna,second dose,0
2021-02-01,Veneto,Moderna,first dose,1593
2021-02-01,Veneto,Moderna,second dose,0
2021-02-02,Veneto,Moderna,first dose,1803
2021-02-02,Veneto,Moderna,second dose,0
2021-02-03,Veneto,Moderna,first dose,2181
2021-02-03,Veneto,Moderna,second dose,0
2021-02-04,Veneto,Moderna,first dose,2302
2021-02-04,Veneto,Moderna,second dose,0
2021-02-05,Veneto,Moderna,first dose,2491
2021-02-05,Veneto,Moderna,second dose,0
2021-02-06,Veneto,Moderna,first dose,2539
2021-02-06,Veneto,Moderna,second dose,0
2021-02-07,Veneto,Moderna,first dose,2539
2021-02-07,Veneto,Moderna,second dose,0
2021-02-08,Veneto,Moderna,first dose,2539
2021-02-08,Veneto,Moderna,second dose,0
2021-02-09,Veneto,Moderna,first dose,2712
2021-02-09,Veneto,Moderna,second dose,0
2021-02-10,Veneto,Moderna,first dose,2941
2021-02-10,Veneto,Moderna,second dose,0
2021-02-11,Veneto,Moderna,first dose,3071
2021-02-11,Veneto,Moderna,second dose,0
2021-02-12,Veneto,Moderna,first dose,3241
2021-02-12,Veneto,Moderna,second dose,0
2021-02-13,Veneto,Moderna,first dose,3291
2021-02-13,Veneto,Moderna,second dose,0
2021-02-14,Veneto,Moderna,first dose,3291
2021-02-14,Veneto,Moderna,second dose,0
2021-02-15,Veneto,Moderna,first dose,3291
2021-02-15,Veneto,Moderna,second dose,202
2021-02-16,Veneto,Moderna,first dose,3297
2021-02-16,Veneto,Moderna,second dose,357
2021-02-17,Veneto,Moderna,first dose,3741
2021-02-17,Veneto,Moderna,second dose,357
2021-02-18,Veneto,Moderna,first dose,3741
2021-02-18,Veneto,Moderna,second dose,357
2021-02-19,Veneto,Moderna,first dose,4018
2021-02-19,Veneto,Moderna,second dose,357
2021-02-20,Veneto,Moderna,first dose,4018
2021-02-20,Veneto,Moderna,second dose,357
2021-02-21,Veneto,Moderna,first dose,4018
2021-02-21,Veneto,Moderna,second dose,357
2021-02-22,Veneto,Moderna,first dose,5248
2021-02-22,Veneto,Moderna,second dose,454
2021-02-23,Veneto,Moderna,first dose,6154
2021-02-23,Veneto,Moderna,second dose,454
2021-02-24,Veneto,Moderna,first dose,7522
2021-02-24,Veneto,Moderna,second dose,594
2021-02-25,Veneto,Moderna,first dose,8841
2021-02-25,Veneto,Moderna,second dose,837
2021-02-26,Veneto,Moderna,first dose,9362
2021-02-26,Veneto,Moderna,second dose,1076
2021-02-27,Veneto,Moderna,first dose,10705
2021-02-27,Veneto,Moderna,second dose,1184
2021-02-28,Veneto,Moderna,first dose,10708
2021-02-28,Veneto,Moderna,second dose,1241
2021-03-01,Veneto,Moderna,first dose,10966
2021-03-01,Veneto,Moderna,second dose,1418
2021-03-02,Veneto,Moderna,first dose,11288
2021-03-02,Veneto,Moderna,second dose,1666
2021-03-03,Veneto,Moderna,first dose,12302
2021-03-03,Veneto,Moderna,second dose,1935
2021-03-04,Veneto,Moderna,first dose,12838
2021-03-04,Veneto,Moderna,second dose,2095
2021-03-05,Veneto,Moderna,first dose,13341
2021-03-05,Veneto,Moderna,second dose,2229
2021-03-06,Veneto,Moderna,first dose,15098
2021-03-06,Veneto,Moderna,second dose,2379
2021-03-07,Veneto,Moderna,first dose,15418
2021-03-07,Veneto,Moderna,second dose,2381
2021-03-08,Veneto,Moderna,first dose,15470
2021-03-08,Veneto,Moderna,second dose,2381
2021-03-09,Veneto,Moderna,first dose,15686
2021-03-09,Veneto,Moderna,second dose,2533
2021-03-10,Veneto,Moderna,first dose,16335
2021-03-10,Veneto,Moderna,second dose,2756
2021-03-11,Veneto,Moderna,first dose,16880
2021-03-11,Veneto,Moderna,second dose,2871
2021-03-12,Veneto,Moderna,first dose,17340
2021-03-12,Veneto,Moderna,second dose,3063
2021-03-13,Veneto,Moderna,first dose,17990
2021-03-13,Veneto,Moderna,second dose,3113
2021-03-14,Veneto,Moderna,first dose,20145
2021-03-14,Veneto,Moderna,second dose,3113
2021-03-15,Veneto,Moderna,first dose,22059
2021-03-15,Veneto,Moderna,second dose,3113
2021-03-16,Veneto,Moderna,first dose,22846
2021-03-16,Veneto,Moderna,second dose,3114
2021-03-17,Veneto,Moderna,first dose,23778
2021-03-17,Veneto,Moderna,second dose,3545
2021-03-18,Veneto,Moderna,first dose,25668
2021-03-18,Veneto,Moderna,second dose,3545
2020-12-27,Friuli-Venezia Giulia,Moderna,first dose,0
2020-12-27,Friuli-Venezia Giulia,Moderna,second dose,0
2020-12-28,Friuli-Venezia Giulia,Moderna,first dose,0
2020-12-28,Friuli-Venezia Giulia,Moderna,second dose,0
2020-12-29,Friuli-Venezia Giulia,Moderna,first dose,0
2020-12-29,Friuli-Venezia Giulia,Moderna,second dose,0
2020-12-30,Friuli-Venezia Giulia,Moderna,first dose,0
2020-12-30,Friuli-Venezia Giulia,Moderna,second dose,0
2020-12-31,Friuli-Venezia Giulia,Moderna,first dose,0
2020-12-31,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-01,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-01,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-02,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-02,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-03,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-03,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-04,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-04,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-05,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-05,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-06,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-06,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-07,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-07,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-08,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-08,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-09,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-09,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-10,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-10,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-11,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-11,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-12,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-12,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-13,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-13,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-14,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-14,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-15,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-15,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-16,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-16,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-17,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-17,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-18,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-18,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-19,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-19,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-20,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-20,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-21,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-21,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-22,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-22,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-23,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-23,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-24,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-24,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-25,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-25,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-26,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-26,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-27,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-27,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-28,Friuli-Venezia Giulia,Moderna,first dose,0
2021-01-28,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-29,Friuli-Venezia Giulia,Moderna,first dose,1
2021-01-29,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-30,Friuli-Venezia Giulia,Moderna,first dose,1
2021-01-30,Friuli-Venezia Giulia,Moderna,second dose,0
2021-01-31,Friuli-Venezia Giulia,Moderna,first dose,1
2021-01-31,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-01,Friuli-Venezia Giulia,Moderna,first dose,1
2021-02-01,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-02,Friuli-Venezia Giulia,Moderna,first dose,1
2021-02-02,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-03,Friuli-Venezia Giulia,Moderna,first dose,1
2021-02-03,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-04,Friuli-Venezia Giulia,Moderna,first dose,1
2021-02-04,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-05,Friuli-Venezia Giulia,Moderna,first dose,1
2021-02-05,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-06,Friuli-Venezia Giulia,Moderna,first dose,1
2021-02-06,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-07,Friuli-Venezia Giulia,Moderna,first dose,2
2021-02-07,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-08,Friuli-Venezia Giulia,Moderna,first dose,2
2021-02-08,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-09,Friuli-Venezia Giulia,Moderna,first dose,2
2021-02-09,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-10,Friuli-Venezia Giulia,Moderna,first dose,2
2021-02-10,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-11,Friuli-Venezia Giulia,Moderna,first dose,2
2021-02-11,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-12,Friuli-Venezia Giulia,Moderna,first dose,2
2021-02-12,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-13,Friuli-Venezia Giulia,Moderna,first dose,224
2021-02-13,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-14,Friuli-Venezia Giulia,Moderna,first dose,224
2021-02-14,Friuli-Venezia Giulia,Moderna,second dose,0
2021-02-15,Friuli-Venezia Giulia,Moderna,first dose,234
2021-02-15,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-16,Friuli-Venezia Giulia,Moderna,first dose,234
2021-02-16,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-17,Friuli-Venezia Giulia,Moderna,first dose,235
2021-02-17,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-18,Friuli-Venezia Giulia,Moderna,first dose,416
2021-02-18,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-19,Friuli-Venezia Giulia,Moderna,first dose,595
2021-02-19,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-20,Friuli-Venezia Giulia,Moderna,first dose,780
2021-02-20,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-21,Friuli-Venezia Giulia,Moderna,first dose,781
2021-02-21,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-22,Friuli-Venezia Giulia,Moderna,first dose,781
2021-02-22,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-23,Friuli-Venezia Giulia,Moderna,first dose,827
2021-02-23,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-24,Friuli-Venezia Giulia,Moderna,first dose,926
2021-02-24,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-25,Friuli-Venezia Giulia,Moderna,first dose,1298
2021-02-25,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-26,Friuli-Venezia Giulia,Moderna,first dose,1645
2021-02-26,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-27,Friuli-Venezia Giulia,Moderna,first dose,1829
2021-02-27,Friuli-Venezia Giulia,Moderna,second dose,1
2021-02-28,Friuli-Venezia Giulia,Moderna,first dose,1829
2021-02-28,Friuli-Venezia Giulia,Moderna,second dose,1
2021-03-01,Friuli-Venezia Giulia,Moderna,first dose,1868
2021-03-01,Friuli-Venezia Giulia,Moderna,second dose,1
2021-03-02,Friuli-Venezia Giulia,Moderna,first dose,1870
2021-03-02,Friuli-Venezia Giulia,Moderna,second dose,1
2021-03-03,Friuli-Venezia Giulia,Moderna,first dose,1870
2021-03-03,Friuli-Venezia Giulia,Moderna,second dose,19
2021-03-04,Friuli-Venezia Giulia,Moderna,first dose,2053
2021-03-04,Friuli-Venezia Giulia,Moderna,second dose,19
2021-03-05,Friuli-Venezia Giulia,Moderna,first dose,2246
2021-03-05,Friuli-Venezia Giulia,Moderna,second dose,19
2021-03-06,Friuli-Venezia Giulia,Moderna,first dose,2427
2021-03-06,Friuli-Venezia Giulia,Moderna,second dose,19
2021-03-07,Friuli-Venezia Giulia,Moderna,first dose,2578
2021-03-07,Friuli-Venezia Giulia,Moderna,second dose,19
2021-03-08,Friuli-Venezia Giulia,Moderna,first dose,2578
2021-03-08,Friuli-Venezia Giulia,Moderna,second dose,19
2021-03-09,Friuli-Venezia Giulia,Moderna,first dose,2617
2021-03-09,Friuli-Venezia Giulia,Moderna,second dose,22
2021-03-10,Friuli-Venezia Giulia,Moderna,first dose,3014
2021-03-10,Friuli-Venezia Giulia,Moderna,second dose,27
2021-03-11,Friuli-Venezia Giulia,Moderna,first dose,3157
2021-03-11,Friuli-Venezia Giulia,Moderna,second dose,30
2021-03-12,Friuli-Venezia Giulia,Moderna,first dose,3192
2021-03-12,Friuli-Venezia Giulia,Moderna,second dose,30
2021-03-13,Friuli-Venezia Giulia,Moderna,first dose,3267
2021-03-13,Friuli-Venezia Giulia,Moderna,second dose,30
2021-03-14,Friuli-Venezia Giulia,Moderna,first dose,3267
2021-03-14,Friuli-Venezia Giulia,Moderna,second dose,30
2021-03-15,Friuli-Venezia Giulia,Moderna,first dose,3442
2021-03-15,Friuli-Venezia Giulia,Moderna,second dose,30
2021-03-16,Friuli-Venezia Giulia,Moderna,first dose,3965
2021-03-16,Friuli-Venezia Giulia,Moderna,second dose,32
2021-03-17,Friuli-Venezia Giulia,Moderna,first dose,4019
2021-03-17,Friuli-Venezia Giulia,Moderna,second dose,41
2021-03-18,Friuli-Venezia Giulia,Moderna,first dose,4066
2021-03-18,Friuli-Venezia Giulia,Moderna,second dose,220
2020-12-27,Emilia-Romagna,Moderna,first dose,0
2020-12-27,Emilia-Romagna,Moderna,second dose,0
2020-12-28,Emilia-Romagna,Moderna,first dose,0
2020-12-28,Emilia-Romagna,Moderna,second dose,0
2020-12-29,Emilia-Romagna,Moderna,first dose,0
2020-12-29,Emilia-Romagna,Moderna,second dose,0
2020-12-30,Emilia-Romagna,Moderna,first dose,0
2020-12-30,Emilia-Romagna,Moderna,second dose,0
2020-12-31,Emilia-Romagna,Moderna,first dose,0
2020-12-31,Emilia-Romagna,Moderna,second dose,0
2021-01-01,Emilia-Romagna,Moderna,first dose,0
2021-01-01,Emilia-Romagna,Moderna,second dose,0
2021-01-02,Emilia-Romagna,Moderna,first dose,0
2021-01-02,Emilia-Romagna,Moderna,second dose,0
2021-01-03,Emilia-Romagna,Moderna,first dose,0
2021-01-03,Emilia-Romagna,Moderna,second dose,0
2021-01-04,Emilia-Romagna,Moderna,first dose,0
2021-01-04,Emilia-Romagna,Moderna,second dose,0
2021-01-05,Emilia-Romagna,Moderna,first dose,0
2021-01-05,Emilia-Romagna,Moderna,second dose,0
2021-01-06,Emilia-Romagna,Moderna,first dose,0
2021-01-06,Emilia-Romagna,Moderna,second dose,0
2021-01-07,Emilia-Romagna,Moderna,first dose,0
2021-01-07,Emilia-Romagna,Moderna,second dose,0
2021-01-08,Emilia-Romagna,Moderna,first dose,1
2021-01-08,Emilia-Romagna,Moderna,second dose,0
2021-01-09,Emilia-Romagna,Moderna,first dose,1
2021-01-09,Emilia-Romagna,Moderna,second dose,0
2021-01-10,Emilia-Romagna,Moderna,first dose,1
2021-01-10,Emilia-Romagna,Moderna,second dose,0
2021-01-11,Emilia-Romagna,Moderna,first dose,1
2021-01-11,Emilia-Romagna,Moderna,second dose,0
2021-01-12,Emilia-Romagna,Moderna,first dose,1
2021-01-12,Emilia-Romagna,Moderna,second dose,0
2021-01-13,Emilia-Romagna,Moderna,first dose,1
2021-01-13,Emilia-Romagna,Moderna,second dose,0
2021-01-14,Emilia-Romagna,Moderna,first dose,1
2021-01-14,Emilia-Romagna,Moderna,second dose,0
2021-01-15,Emilia-Romagna,Moderna,first dose,697
2021-01-15,Emilia-Romagna,Moderna,second dose,0
2021-01-16,Emilia-Romagna,Moderna,first dose,697
2021-01-16,Emilia-Romagna,Moderna,second dose,0
2021-01-17,Emilia-Romagna,Moderna,first dose,697
2021-01-17,Emilia-Romagna,Moderna,second dose,0
2021-01-18,Emilia-Romagna,Moderna,first dose,697
2021-01-18,Emilia-Romagna,Moderna,second dose,0
2021-01-19,Emilia-Romagna,Moderna,first dose,985
2021-01-19,Emilia-Romagna,Moderna,second dose,0
2021-01-20,Emilia-Romagna,Moderna,first dose,1243
2021-01-20,Emilia-Romagna,Moderna,second dose,0
2021-01-21,Emilia-Romagna,Moderna,first dose,1509
2021-01-21,Emilia-Romagna,Moderna,second dose,0
2021-01-22,Emilia-Romagna,Moderna,first dose,1777
2021-01-22,Emilia-Romagna,Moderna,second dose,0
2021-01-23,Emilia-Romagna,Moderna,first dose,1877
2021-01-23,Emilia-Romagna,Moderna,second dose,0
2021-01-24,Emilia-Romagna,Moderna,first dose,2068
2021-01-24,Emilia-Romagna,Moderna,second dose,0
2021-01-25,Emilia-Romagna,Moderna,first dose,2108
2021-01-25,Emilia-Romagna,Moderna,second dose,0
2021-01-26,Emilia-Romagna,Moderna,first dose,2108
2021-01-26,Emilia-Romagna,Moderna,second dose,0
2021-01-27,Emilia-Romagna,Moderna,first dose,2127
2021-01-27,Emilia-Romagna,Moderna,second dose,0
2021-01-28,Emilia-Romagna,Moderna,first dose,2127
2021-01-28,Emilia-Romagna,Moderna,second dose,0
2021-01-29,Emilia-Romagna,Moderna,first dose,2136
2021-01-29,Emilia-Romagna,Moderna,second dose,0
2021-01-30,Emilia-Romagna,Moderna,first dose,2136
2021-01-30,Emilia-Romagna,Moderna,second dose,0
2021-01-31,Emilia-Romagna,Moderna,first dose,2136
2021-01-31,Emilia-Romagna,Moderna,second dose,0
2021-02-01,Emilia-Romagna,Moderna,first dose,2224
2021-02-01,Emilia-Romagna,Moderna,second dose,0
2021-02-02,Emilia-Romagna,Moderna,first dose,2309
2021-02-02,Emilia-Romagna,Moderna,second dose,0
2021-02-03,Emilia-Romagna,Moderna,first dose,2382
