date,region,vaccine,type,number
2021-01-07,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-08,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-08,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-09,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-09,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-10,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-10,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-11,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-11,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-12,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-12,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-13,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-13,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-14,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-14,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-15,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-15,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-16,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-16,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-17,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-17,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-18,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-18,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-19,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-19,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-20,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-20,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-21,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-21,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-22,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-22,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-23,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-23,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-24,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-24,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-25,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-25,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-26,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-26,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-27,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-27,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-28,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-28,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-29,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-29,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-30,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-30,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-01-31,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-01-31,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-01,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-01,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-02,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-02,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-03,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-03,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-04,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-04,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-05,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-05,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-06,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-06,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-07,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-07,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-08,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-08,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-09,Friuli-Venezia Giulia,AstraZeneca,first dose,0
2021-02-09,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-10,Friuli-Venezia Giulia,AstraZeneca,first dose,1
2021-02-10,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-11,Friuli-Venezia Giulia,AstraZeneca,first dose,2
2021-02-11,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-12,Friuli-Venezia Giulia,AstraZeneca,first dose,2
2021-02-12,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-13,Friuli-Venezia Giulia,AstraZeneca,first dose,2
2021-02-13,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-14,Friuli-Venezia Giulia,AstraZeneca,first dose,2
2021-02-14,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-15,Friuli-Venezia Giulia,AstraZeneca,first dose,2
2021-02-15,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-16,Friuli-Venezia Giulia,AstraZeneca,first dose,2
2021-02-16,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-17,Friuli-Venezia Giulia,AstraZeneca,first dose,48
2021-02-17,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-18,Friuli-Venezia Giulia,AstraZeneca,first dose,1058
2021-02-18,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-19,Friuli-Venezia Giulia,AstraZeneca,first dose,1521
2021-02-19,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-20,Friuli-Venezia Giulia,AstraZeneca,first dose,1826
2021-02-20,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-21,Friuli-Venezia Giulia,AstraZeneca,first dose,1827
2021-02-21,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-22,Friuli-Venezia Giulia,AstraZeneca,first dose,2073
2021-02-22,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-23,Friuli-Venezia Giulia,AstraZeneca,first dose,2329
2021-02-23,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-24,Friuli-Venezia Giulia,AstraZeneca,first dose,2655
2021-02-24,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-25,Friuli-Venezia Giulia,AstraZeneca,first dose,3828
2021-02-25,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-26,Friuli-Venezia Giulia,AstraZeneca,first dose,5160
2021-02-26,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-27,Friuli-Venezia Giulia,AstraZeneca,first dose,6683
2021-02-27,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-02-28,Friuli-Venezia Giulia,AstraZeneca,first dose,8549
2021-02-28,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-01,Friuli-Venezia Giulia,AstraZeneca,first dose,9551
2021-03-01,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-02,Friuli-Venezia Giulia,AstraZeneca,first dose,10190
2021-03-02,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-03,Friuli-Venezia Giulia,AstraZeneca,first dose,11133
2021-03-03,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-04,Friuli-Venezia Giulia,AstraZeneca,first dose,12028
2021-03-04,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-05,Friuli-Venezia Giulia,AstraZeneca,first dose,12213
2021-03-05,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-06,Friuli-Venezia Giulia,AstraZeneca,first dose,13804
2021-03-06,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-07,Friuli-Venezia Giulia,AstraZeneca,first dose,16044
2021-03-07,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-08,Friuli-Venezia Giulia,AstraZeneca,first dose,16664
2021-03-08,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-09,Friuli-Venezia Giulia,AstraZeneca,first dose,17209
2021-03-09,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-10,Friuli-Venezia Giulia,AstraZeneca,first dose,17770
2021-03-10,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-11,Friuli-Venezia Giulia,AstraZeneca,first dose,18381
2021-03-11,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-12,Friuli-Venezia Giulia,AstraZeneca,first dose,19075
2021-03-12,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-13,Friuli-Venezia Giulia,AstraZeneca,first dose,19742
2021-03-13,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-14,Friuli-Venezia Giulia,AstraZeneca,first dose,20849
2021-03-14,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-15,Friuli-Venezia Giulia,AstraZeneca,first dose,21312
2021-03-15,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-16,Friuli-Venezia Giulia,AstraZeneca,first dose,21312
2021-03-16,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-17,Friuli-Venezia Giulia,AstraZeneca,first dose,21312
2021-03-17,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2021-03-18,Friuli-Venezia Giulia,AstraZeneca,first dose,21312
2021-03-18,Friuli-Venezia Giulia,AstraZeneca,second dose,0
2020-12-27,Emilia-Romagna,AstraZeneca,first dose,0
2020-12-27,Emilia-Romagna,AstraZeneca,second dose,0
2020-12-28,Emilia-Romagna,AstraZeneca,first dose,0
2020-12-28,Emilia-Romagna,AstraZeneca,second dose,0
2020-12-29,Emilia-Romagna,AstraZeneca,first dose,0
2020-12-29,Emilia-Romagna,AstraZeneca,second dose,0
2020-12-30,Emilia-Romagna,AstraZeneca,first dose,0
2020-12-30,Emilia-Romagna,AstraZeneca,second dose,0
2020-12-31,Emilia-Romagna,AstraZeneca,first dose,0
2020-12-31,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-01,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-01,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-02,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-02,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-03,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-03,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-04,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-04,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-05,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-05,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-06,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-06,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-07,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-07,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-08,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-08,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-09,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-09,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-10,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-10,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-11,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-11,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-12,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-12,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-13,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-13,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-14,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-14,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-15,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-15,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-16,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-16,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-17,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-17,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-18,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-18,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-19,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-19,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-20,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-20,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-21,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-21,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-22,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-22,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-23,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-23,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-24,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-24,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-25,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-25,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-26,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-26,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-27,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-27,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-28,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-28,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-29,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-29,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-30,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-30,Emilia-Romagna,AstraZeneca,second dose,0
2021-01-31,Emilia-Romagna,AstraZeneca,first dose,0
2021-01-31,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-01,Emilia-Romagna,AstraZeneca,first dose,0
2021-02-01,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-02,Emilia-Romagna,AstraZeneca,first dose,0
2021-02-02,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-03,Emilia-Romagna,AstraZeneca,first dose,0
2021-02-03,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-04,Emilia-Romagna,AstraZeneca,first dose,0
2021-02-04,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-05,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-05,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-06,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-06,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-07,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-07,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-08,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-08,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-09,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-09,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-10,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-10,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-11,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-11,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-12,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-12,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-13,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-13,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-14,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-14,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-15,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-15,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-16,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-16,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-17,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-17,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-18,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-18,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-19,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-19,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-20,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-20,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-21,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-21,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-22,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-22,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-23,Emilia-Romagna,AstraZeneca,first dose,1
2021-02-23,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-24,Emilia-Romagna,AstraZeneca,first dose,64
2021-02-24,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-25,Emilia-Romagna,AstraZeneca,first dose,221
2021-02-25,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-26,Emilia-Romagna,AstraZeneca,first dose,546
2021-02-26,Emilia-Romagna,AstraZeneca,second dose,0
2021-02-27,Emilia-Romagna,AstraZeneca,first dose,1530
2021-02-27,Emilia-Romagna,AstraZeneca,second dose,1
2021-02-28,Emilia-Romagna,AstraZeneca,first dose,1878
2021-02-28,Emilia-Romagna,AstraZeneca,second dose,2
2021-03-01,Emilia-Romagna,AstraZeneca,first dose,3554
2021-03-01,Emilia-Romagna,AstraZeneca,second dose,3
2021-03-02,Emilia-Romagna,AstraZeneca,first dose,7214
2021-03-02,Emilia-Romagna,AstraZeneca,second dose,29
2021-03-03,Emilia-Romagna,AstraZeneca,first dose,12872
2021-03-03,Emilia-Romagna,AstraZeneca,second dose,30
2021-03-04,Emilia-Romagna,AstraZeneca,first dose,19214
2021-03-04,Emilia-Romagna,AstraZeneca,second dose,62
2021-03-05,Emilia-Romagna,AstraZeneca,first dose,26421
2021-03-05,Emilia-Romagna,AstraZeneca,second dose,67
2021-03-06,Emilia-Romagna,AstraZeneca,first dose,37703
2021-03-06,Emilia-Romagna,AstraZeneca,second dose,70
2021-03-07,Emilia-Romagna,AstraZeneca,first dose,39715
2021-03-07,Emilia-Romagna,AstraZeneca,second dose,71
2021-03-08,Emilia-Romagna,AstraZeneca,first dose,43871
2021-03-08,Emilia-Romagna,AstraZeneca,second dose,106
2021-03-09,Emilia-Romagna,AstraZeneca,first dose,48945
2021-03-09,Emilia-Romagna,AstraZeneca,second dose,113
2021-03-10,Emilia-Romagna,AstraZeneca,first dose,55535
2021-03-10,Emilia-Romagna,AstraZeneca,second dose,113
2021-03-11,Emilia-Romagna,AstraZeneca,first dose,61795
2021-03-11,Emilia-Romagna,AstraZeneca,second dose,116
2021-03-12,Emilia-Romagna,AstraZeneca,first dose,67331
2021-03-12,Emilia-Romagna,AstraZeneca,second dose,120
2021-03-13,Emilia-Romagna,AstraZeneca,first dose,73340
2021-03-13,Emilia-Romagna,AstraZeneca,second dose,124
2021-03-14,Emilia-Romagna,AstraZeneca,first dose,75143
2021-03-14,Emilia-Romagna,AstraZeneca,second dose,124
2021-03-15,Emilia-Romagna,AstraZeneca,first dose,77168
2021-03-15,Emilia-Romagna,AstraZeneca,second dose,125
2021-03-16,Emilia-Romagna,AstraZeneca,first dose,77189
2021-03-16,Emilia-Romagna,AstraZeneca,second dose,125
2021-03-17,Emilia-Romagna,AstraZeneca,first dose,77191
2021-03-17,Emilia-Romagna,AstraZeneca,second dose,125
2021-03-18,Emilia-Romagna,AstraZeneca,first dose,77193
2021-03-18,Emilia-Romagna,AstraZeneca,second dose,125
2020-12-27,Toscana,AstraZeneca,first dose,0
2020-12-27,Toscana,AstraZeneca,second dose,0
2020-12-28,Toscana,AstraZeneca,first dose,0
2020-12-28,Toscana,AstraZeneca,second dose,0
2020-12-29,Toscana,AstraZeneca,first dose,0
2020-12-29,Toscana,AstraZeneca,second dose,0
2020-12-30,Toscana,AstraZeneca,first dose,0
2020-12-30,Toscana,AstraZeneca,second dose,0
2020-12-31,Toscana,AstraZeneca,first dose,0
2020-12-31,Toscana,AstraZeneca,second dose,0
2021-01-01,Toscana,AstraZeneca,first dose,0
2021-01-01,Toscana,AstraZeneca,second dose,0
2021-01-02,Toscana,AstraZeneca,first dose,0
2021-01-02,Toscana,AstraZeneca,second dose,0
2021-01-03,Toscana,AstraZeneca,first dose,0
2021-01-03,Toscana,AstraZeneca,second dose,0
2021-01-04,Toscana,AstraZeneca,first dose,0
2021-01-04,Toscana,AstraZeneca,second dose,0
2021-01-05,Toscana,AstraZeneca,first dose,0
2021-01-05,Toscana,AstraZeneca,second dose,0
2021-01-06,Toscana,AstraZeneca,first dose,0
2021-01-06,Toscana,AstraZeneca,second dose,0
2021-01-07,Toscana,AstraZeneca,first dose,0
2021-01-07,Toscana,AstraZeneca,second dose,0
2021-01-08,Toscana,AstraZeneca,first dose,0
2021-01-08,Toscana,AstraZeneca,second dose,0
2021-01-09,Toscana,AstraZeneca,first dose,0
2021-01-09,Toscana,AstraZeneca,second dose,0
2021-01-10,Toscana,AstraZeneca,first dose,0
2021-01-10,Toscana,AstraZeneca,second dose,0
2021-01-11,Toscana,AstraZeneca,first dose,0
2021-01-11,Toscana,AstraZeneca,second dose,0
2021-01-12,Toscana,AstraZeneca,first dose,0
2021-01-12,Toscana,AstraZeneca,second dose,0
2021-01-13,Toscana,AstraZeneca,first dose,0
2021-01-13,Toscana,AstraZeneca,second dose,0
2021-01-14,Toscana,AstraZeneca,first dose,0
2021-01-14,Toscana,AstraZeneca,second dose,0
2021-01-15,Toscana,AstraZeneca,first dose,0
2021-01-15,Toscana,AstraZeneca,second dose,0
2021-01-16,Toscana,AstraZeneca,first dose,0
2021-01-16,Toscana,AstraZeneca,second dose,0
2021-01-17,Toscana,AstraZeneca,first dose,0
2021-01-17,Toscana,AstraZeneca,second dose,0
2021-01-18,Toscana,AstraZeneca,first dose,0
2021-01-18,Toscana,AstraZeneca,second dose,0
2021-01-19,Toscana,AstraZeneca,first dose,0
2021-01-19,Toscana,AstraZeneca,second dose,0
2021-01-20,Toscana,AstraZeneca,first dose,0
2021-01-20,Toscana,AstraZeneca,second dose,0
2021-01-21,Toscana,AstraZeneca,first dose,0
2021-01-21,Toscana,AstraZeneca,second dose,0
2021-01-22,Toscana,AstraZeneca,first dose,0
2021-01-22,Toscana,AstraZeneca,second dose,0
2021-01-23,Toscana,AstraZeneca,first dose,0
2021-01-23,Toscana,AstraZeneca,second dose,0
2021-01-24,Toscana,AstraZeneca,first dose,0
2021-01-24,Toscana,AstraZeneca,second dose,0
2021-01-25,Toscana,AstraZeneca,first dose,0
2021-01-25,Toscana,AstraZeneca,second dose,0
2021-01-26,Toscana,AstraZeneca,first dose,0
2021-01-26,Toscana,AstraZeneca,second dose,0
2021-01-27,Toscana,AstraZeneca,first dose,0
2021-01-27,Toscana,AstraZeneca,second dose,0
2021-01-28,Toscana,AstraZeneca,first dose,0
2021-01-28,Toscana,AstraZeneca,second dose,0
2021-01-29,Toscana,AstraZeneca,first dose,0
2021-01-29,Toscana,AstraZeneca,second dose,0
2021-01-30,Toscana,AstraZeneca,first dose,0
2021-01-30,Toscana,AstraZeneca,second dose,0
2021-01-31,Toscana,AstraZeneca,first dose,0
2021-01-31,Toscana,AstraZeneca,second dose,0
2021-02-01,Toscana,AstraZeneca,first dose,0
2021-02-01,Toscana,AstraZeneca,second dose,0
2021-02-02,Toscana,AstraZeneca,first dose,10
2021-02-02,Toscana,AstraZeneca,second dose,0
2021-02-03,Toscana,AstraZeneca,first dose,10
2021-02-03,Toscana,AstraZeneca,second dose,0
2021-02-04,Toscana,AstraZeneca,first dose,10
2021-02-04,Toscana,AstraZeneca,second dose,0
2021-02-05,Toscana,AstraZeneca,first dose,11
2021-02-05,Toscana,AstraZeneca,second dose,0
2021-02-06,Toscana,AstraZeneca,first dose,11
2021-02-06,Toscana,AstraZeneca,second dose,0
2021-02-07,Toscana,AstraZeneca,first dose,11
2021-02-07,Toscana,AstraZeneca,second dose,0
2021-02-08,Toscana,AstraZeneca,first dose,11
2021-02-08,Toscana,AstraZeneca,second dose,0
2021-02-09,Toscana,AstraZeneca,first dose,11
2021-02-09,Toscana,AstraZeneca,second dose,0
2021-02-10,Toscana,AstraZeneca,first dose,11
2021-02-10,Toscana,AstraZeneca,second dose,0
2021-02-11,Toscana,AstraZeneca,first dose,2034
2021-02-11,Toscana,AstraZeneca,second dose,0
2021-02-12,Toscana,AstraZeneca,first dose,5421
2021-02-12,Toscana,AstraZeneca,second dose,0
2021-02-13,Toscana,AstraZeneca,first dose,8870
2021-02-13,Toscana,AstraZeneca,second dose,0
2021-02-14,Toscana,AstraZeneca,first dose,14402
2021-02-14,Toscana,AstraZeneca,second dose,0
2021-02-15,Toscana,AstraZeneca,first dose,17466
2021-02-15,Toscana,AstraZeneca,second dose,0
2021-02-16,Toscana,AstraZeneca,first dose,20503
2021-02-16,Toscana,AstraZeneca,second dose,0
2021-02-17,Toscana,AstraZeneca,first dose,23634
2021-02-17,Toscana,AstraZeneca,second dose,0
2021-02-18,Toscana,AstraZeneca,first dose,27681
2021-02-18,Toscana,AstraZeneca,second dose,0
2021-02-19,Toscana,AstraZeneca,first dose,31410
2021-02-19,Toscana,AstraZeneca,second dose,0
2021-02-20,Toscana,AstraZeneca,first dose,31425
2021-02-20,Toscana,AstraZeneca,second dose,0
2021-02-21,Toscana,AstraZeneca,first dose,31425
2021-02-21,Toscana,AstraZeneca,second dose,0
2021-02-22,Toscana,AstraZeneca,first dose,36376
2021-02-22,Toscana,AstraZeneca,second dose,1
2021-02-23,Toscana,AstraZeneca,first dose,41496
2021-02-23,Toscana,AstraZeneca,second dose,1
2021-02-24,Toscana,AstraZeneca,first dose,47094
2021-02-24,Toscana,AstraZeneca,second dose,1
2021-02-25,Toscana,AstraZeneca,first dose,52823
2021-02-25,Toscana,AstraZeneca,second dose,1
2021-02-26,Toscana,AstraZeneca,first dose,58782
2021-02-26,Toscana,AstraZeneca,second dose,1
2021-02-27,Toscana,AstraZeneca,first dose,58924
2021-02-27,Toscana,AstraZeneca,second dose,1
2021-02-28,Toscana,AstraZeneca,first dose,59187
2021-02-28,Toscana,AstraZeneca,second dose,1
2021-03-01,Toscana,AstraZeneca,first dose,59483
2021-03-01,Toscana,AstraZeneca,second dose,1
2021-03-02,Toscana,AstraZeneca,first dose,64433
2021-03-02,Toscana,AstraZeneca,second dose,2
2021-03-03,Toscana,AstraZeneca,first dose,69440
2021-03-03,Toscana,AstraZeneca,second dose,2
2021-03-04,Toscana,AstraZeneca,first dose,74630
2021-03-04,Toscana,AstraZeneca,second dose,2
2021-03-05,Toscana,AstraZeneca,first dose,79977
2021-03-05,Toscana,AstraZeneca,second dose,2
2021-03-06,Toscana,AstraZeneca,first dose,81667
2021-03-06,Toscana,AstraZeneca,second dose,2
2021-03-07,Toscana,AstraZeneca,first dose,83144
2021-03-07,Toscana,AstraZeneca,second dose,2
2021-03-08,Toscana,AstraZeneca,first dose,83256
2021-03-08,Toscana,AstraZeneca,second dose,2
2021-03-09,Toscana,AstraZeneca,first dose,83312
2021-03-09,Toscana,AstraZeneca,second dose,2
2021-03-10,Toscana,AstraZeneca,first dose,83393
2021-03-10,Toscana,AstraZeneca,second dose,2
2021-03-11,Toscana,AstraZeneca,first dose,83583
